"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-06-02,"H","Lufkin","H - Lufkin",272151,NA,16,14,2,246,19,284
2020-06-02,"I","El Paso","I - El Paso",881765,NA,112,53,59,541,39,1234
2020-06-02,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,19,7,12,522,41,715
2020-06-02,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,210,7,215
2020-06-02,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,21,16,5,312,17,682
2020-06-02,"M","Waco","M - Waco",330048,NA,2,1,1,267,13,345
2020-06-02,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,25,21,4,223,25,276
2020-06-02,"O","Austin","O - Austin",2375407,NA,89,49,40,1016,133,2138
2020-06-02,"P","San Antonio","P - San Antonio",2945792,NA,87,51,36,1907,213,3649
2020-06-02,"Q","Houston","Q - Houston",6688587,NA,506,276,230,2631,261,8969
2020-06-02,"R","Galveston","R - Galveston",1309237,NA,108,62,46,459,21,1289
2020-06-02,"S","Victoria","S - Victoria",186672,NA,19,17,2,257,28,275
2020-06-02,"T","Laredo","T - Laredo",295669,NA,12,8,4,109,7,263
2020-06-02,"U","Corpus Christi","U - Corpus Christi",630897,NA,8,5,3,307,16,971
2020-06-02,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,37,22,15,647,38,1733
2020-06-03,"A","Amarillo","A - Amarillo",440127,NA,46,28,18,385,44,634
2020-06-03,"B","Lubbock","B - Lubbock",513580,NA,19,11,8,423,36,886
2020-06-03,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,240,17,280
2020-06-03,"D","Abilene","D - Abilene",306972,NA,1,1,0,349,13,414
2020-06-03,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,575,342,233,3524,516,10943
2020-06-03,"F","Paris","F - Paris",273329,NA,18,14,4,781,91,528
2020-06-03,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,52,25,27,514,89,1374
2020-06-03,"H","Lufkin","H - Lufkin",272151,NA,15,11,4,210,11,335
2020-06-03,"I","El Paso","I - El Paso",881765,NA,112,49,63,526,38,1338
2020-06-03,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,18,12,6,482,40,759
2020-06-03,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,197,9,238
2020-06-03,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,25,18,7,294,18,738
2020-06-03,"M","Waco","M - Waco",330048,NA,2,1,1,244,16,364
2020-06-03,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,25,19,6,209,28,305
2020-06-03,"O","Austin","O - Austin",2375407,NA,98,58,40,914,107,2475
2020-06-03,"P","San Antonio","P - San Antonio",2945792,NA,101,69,32,1614,196,4362
2020-06-03,"Q","Houston","Q - Houston",6688587,NA,501,280,221,2300,223,5423
2020-06-03,"R","Galveston","R - Galveston",1309237,NA,115,64,51,438,27,1358
2020-06-03,"S","Victoria","S - Victoria",186672,NA,19,17,2,256,27,305
2020-06-03,"T","Laredo","T - Laredo",295669,NA,10,5,5,111,9,278
2020-06-03,"U","Corpus Christi","U - Corpus Christi",630897,NA,10,6,4,329,18,1013
2020-06-03,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,43,27,16,608,48,1851
2020-06-04,"A","Amarillo","A - Amarillo",440127,NA,38,23,15,373,38,646
2020-06-04,"B","Lubbock","B - Lubbock",513580,NA,16,7,9,364,18,921
2020-06-04,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,238,21,282
2020-06-04,"D","Abilene","D - Abilene",306972,NA,1,1,0,333,12,424
2020-06-04,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,604,371,233,3708,560,11198
2020-06-04,"F","Paris","F - Paris",273329,NA,26,19,7,792,90,535
2020-06-04,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,44,20,24,534,92,1453
2020-06-04,"H","Lufkin","H - Lufkin",272151,NA,14,10,4,246,19,320
2020-06-04,"I","El Paso","I - El Paso",881765,NA,109,50,59,534,43,1382
2020-06-04,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,18,11,7,508,36,765
2020-06-04,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,175,8,272
2020-06-04,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,24,16,8,309,21,728
2020-06-04,"M","Waco","M - Waco",330048,NA,2,1,1,252,26,394
2020-06-04,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,26,15,11,192,19,316
2020-06-04,"O","Austin","O - Austin",2375407,NA,88,48,40,838,109,2585
2020-06-04,"P","San Antonio","P - San Antonio",2945792,NA,74,47,27,1764,214,3568
2020-06-04,"Q","Houston","Q - Houston",6688587,NA,526,301,225,2343,212,10085
2020-06-04,"R","Galveston","R - Galveston",1309237,NA,96,59,37,408,18,1414
2020-06-04,"S","Victoria","S - Victoria",186672,NA,22,20,2,251,33,311
2020-06-04,"T","Laredo","T - Laredo",295669,NA,12,6,6,104,8,291
2020-06-04,"U","Corpus Christi","U - Corpus Christi",630897,NA,7,5,2,316,13,1017
2020-06-04,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,47,34,13,637,48,1876
2020-06-05,"A","Amarillo","A - Amarillo",440127,NA,31,16,15,378,43,622
2020-06-05,"B","Lubbock","B - Lubbock",513580,NA,13,6,7,374,33,951
2020-06-05,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,242,16,259
2020-06-05,"D","Abilene","D - Abilene",306972,NA,1,1,0,336,14,400
2020-06-05,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,602,372,230,3314,500,11560
2020-06-05,"F","Paris","F - Paris",273329,NA,20,14,6,785,92,551
2020-06-05,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,48,24,24,540,89,1504
2020-06-05,"H","Lufkin","H - Lufkin",272151,NA,14,11,3,239,18,333
2020-06-05,"I","El Paso","I - El Paso",881765,NA,104,49,55,519,46,1373
2020-06-05,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,19,12,7,475,37,752
2020-06-05,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,184,7,269
2020-06-05,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,25,17,8,292,18,759
2020-06-05,"M","Waco","M - Waco",330048,NA,2,1,1,290,29,368
2020-06-05,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,22,15,7,206,25,310
2020-06-05,"O","Austin","O - Austin",2375407,NA,79,43,36,820,110,2645
2020-06-05,"P","San Antonio","P - San Antonio",2945792,NA,111,72,39,1704,208,4638
2020-06-05,"Q","Houston","Q - Houston",6688587,NA,555,319,236,2302,240,10596
2020-06-05,"R","Galveston","R - Galveston",1309237,NA,119,74,45,387,14,1422
2020-06-05,"S","Victoria","S - Victoria",186672,NA,23,19,4,266,32,302
2020-06-05,"T","Laredo","T - Laredo",295669,NA,11,5,6,115,11,301
2020-06-05,"U","Corpus Christi","U - Corpus Christi",630897,NA,8,6,2,310,11,1042
2020-06-05,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,46,35,11,596,32,2008
2020-06-06,"A","Amarillo","A - Amarillo",440127,NA,32,19,13,462,41,640
2020-06-06,"B","Lubbock","B - Lubbock",513580,NA,11,2,9,387,28,935
2020-06-06,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,245,20,278
2020-06-06,"D","Abilene","D - Abilene",306972,NA,1,1,0,405,20,484
2020-06-06,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,605,375,230,3370,503,11267
2020-06-06,"F","Paris","F - Paris",273329,NA,21,15,6,783,95,524
2020-06-06,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,43,19,24,538,90,1523
2020-06-06,"H","Lufkin","H - Lufkin",272151,NA,14,12,2,239,17,336
2020-06-06,"I","El Paso","I - El Paso",881765,NA,110,50,60,506,41,1369
2020-06-06,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,20,13,7,505,31,749
2020-06-06,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,186,7,282
2020-06-06,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,22,15,7,266,17,733
2020-06-06,"M","Waco","M - Waco",330048,NA,2,1,1,257,14,353
2020-06-06,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,20,13,7,200,19,318
2020-06-06,"O","Austin","O - Austin",2375407,NA,89,52,37,835,96,2521
2020-06-06,"P","San Antonio","P - San Antonio",2945792,NA,98,63,35,1649,209,4372
2020-06-06,"Q","Houston","Q - Houston",6688587,NA,522,298,224,2728,236,9773
2020-06-06,"R","Galveston","R - Galveston",1309237,NA,122,76,46,416,22,1469
2020-06-06,"S","Victoria","S - Victoria",186672,NA,14,10,4,244,28,319
2020-06-06,"T","Laredo","T - Laredo",295669,NA,12,6,6,102,7,303
2020-06-06,"U","Corpus Christi","U - Corpus Christi",630897,NA,11,8,3,316,13,1073
2020-06-06,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,51,35,16,559,29,1982
2020-06-07,"A","Amarillo","A - Amarillo",440127,NA,31,18,13,426,37,638
2020-06-07,"B","Lubbock","B - Lubbock",513580,NA,11,4,7,468,38,842
2020-06-07,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,412,25,579
2020-06-07,"D","Abilene","D - Abilene",306972,NA,0,0,0,386,26,475
2020-06-07,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,605,379,226,3444,467,10801
2020-06-07,"F","Paris","F - Paris",273329,NA,22,14,8,784,101,509
2020-06-07,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,49,23,26,582,98,1444
2020-06-07,"H","Lufkin","H - Lufkin",272151,NA,15,13,2,235,15,289
2020-06-07,"I","El Paso","I - El Paso",881765,NA,110,45,65,505,43,1304
2020-06-07,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,22,13,9,540,40,704
2020-06-07,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,210,6,245
2020-06-07,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,24,16,8,328,21,754
2020-06-07,"M","Waco","M - Waco",330048,NA,2,1,1,269,20,370
2020-06-07,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,22,16,6,203,19,300
2020-06-07,"O","Austin","O - Austin",2375407,NA,100,56,44,1029,113,2840
2020-06-07,"P","San Antonio","P - San Antonio",2945792,NA,94,65,29,1748,239,3976
2020-06-07,"Q","Houston","Q - Houston",6688587,NA,565,336,229,2845,259,9403
2020-06-07,"R","Galveston","R - Galveston",1309237,NA,126,58,68,455,30,1397
2020-06-07,"S","Victoria","S - Victoria",186672,NA,13,8,5,93,24,307
2020-06-07,"T","Laredo","T - Laredo",295669,NA,10,5,5,105,8,261
2020-06-07,"U","Corpus Christi","U - Corpus Christi",630897,NA,8,6,2,309,14,911
2020-06-07,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,47,37,10,566,37,1888
2020-06-08,"A","Amarillo","A - Amarillo",440127,NA,25,16,9,402,50,552
2020-06-08,"B","Lubbock","B - Lubbock",513580,NA,10,3,7,418,41,813
2020-06-08,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,202,10,230
2020-06-08,"D","Abilene","D - Abilene",306972,NA,1,0,1,355,24,368
2020-06-08,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,612,385,227,3291,446,9762
2020-06-08,"F","Paris","F - Paris",273329,NA,21,13,8,785,101,499
2020-06-08,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,54,30,24,484,63,1392
2020-06-08,"H","Lufkin","H - Lufkin",272151,NA,17,13,4,250,14,259
2020-06-08,"I","El Paso","I - El Paso",881765,NA,115,52,63,501,47,1246
2020-06-08,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,23,15,8,536,45,672
2020-06-08,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,179,6,242
2020-06-08,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,22,13,9,329,19,690
2020-06-08,"M","Waco","M - Waco",330048,NA,2,1,1,206,8,336
2020-06-08,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,24,15,9,239,20,273
2020-06-08,"O","Austin","O - Austin",2375407,NA,87,47,40,876,108,2178
2020-06-08,"P","San Antonio","P - San Antonio",2945792,NA,99,72,27,1756,229,3887
2020-06-08,"Q","Houston","Q - Houston",6688587,NA,614,374,240,2679,264,9468
2020-06-08,"R","Galveston","R - Galveston",1309237,NA,123,77,46,421,35,1364
2020-06-08,"S","Victoria","S - Victoria",186672,NA,12,9,3,210,15,296
2020-06-08,"T","Laredo","T - Laredo",295669,NA,9,5,4,118,12,247
2020-06-08,"U","Corpus Christi","U - Corpus Christi",630897,NA,7,5,2,294,20,835
2020-06-08,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,56,45,11,539,42,1674
2020-06-09,"A","Amarillo","A - Amarillo",440127,NA,29,14,15,399,46,577
2020-06-09,"B","Lubbock","B - Lubbock",513580,NA,10,3,7,424,42,786
2020-06-09,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,246,16,282
2020-06-09,"D","Abilene","D - Abilene",306972,NA,1,0,1,493,27,456
2020-06-09,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,660,422,238,3314,477,10651
2020-06-09,"F","Paris","F - Paris",273329,NA,29,17,12,765,101,482
2020-06-09,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,51,24,27,558,115,1391
2020-06-09,"H","Lufkin","H - Lufkin",272151,NA,13,11,2,236,18,282
2020-06-09,"I","El Paso","I - El Paso",881765,NA,119,53,66,476,38,1257
2020-06-09,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,23,15,8,523,48,596
2020-06-09,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,177,9,258
2020-06-09,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,20,11,9,262,16,741
2020-06-09,"M","Waco","M - Waco",330048,NA,2,1,1,246,7,357
2020-06-09,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,26,16,10,258,26,254
2020-06-09,"O","Austin","O - Austin",2375407,NA,90,51,39,928,112,2322
2020-06-09,"P","San Antonio","P - San Antonio",2945792,NA,119,81,38,1810,224,4234
2020-06-09,"Q","Houston","Q - Houston",6688587,NA,622,382,240,2573,258,9604
2020-06-09,"R","Galveston","R - Galveston",1309237,NA,147,96,51,471,30,1502
2020-06-09,"S","Victoria","S - Victoria",186672,NA,11,7,4,247,24,320
2020-06-09,"T","Laredo","T - Laredo",295669,NA,9,4,5,94,7,269
2020-06-09,"U","Corpus Christi","U - Corpus Christi",630897,NA,8,6,2,344,17,999
2020-06-09,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,65,56,9,558,65,1716
2020-06-10,"A","Amarillo","A - Amarillo",440127,NA,25,15,10,386,43,662
2020-06-10,"B","Lubbock","B - Lubbock",513580,NA,15,7,8,408,45,866
2020-06-10,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,232,16,327
2020-06-10,"D","Abilene","D - Abilene",306972,NA,1,0,1,463,24,529
2020-06-10,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,687,426,261,3028,424,11473
2020-06-10,"F","Paris","F - Paris",273329,NA,32,18,14,763,99,525
2020-06-10,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,50,24,26,470,88,1489
2020-06-10,"H","Lufkin","H - Lufkin",272151,NA,17,13,4,210,10,338
2020-06-10,"I","El Paso","I - El Paso",881765,NA,111,46,65,517,42,1344
2020-06-10,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,23,14,9,462,47,705
2020-06-10,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,171,11,358
2020-06-10,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,18,10,8,244,11,762
2020-06-10,"M","Waco","M - Waco",330048,NA,1,0,1,223,10,386
2020-06-10,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,24,13,11,221,24,294
2020-06-10,"O","Austin","O - Austin",2375407,NA,93,54,39,760,101,2469
2020-06-10,"P","San Antonio","P - San Antonio",2945792,NA,128,77,51,1540,192,4516
2020-06-10,"Q","Houston","Q - Houston",6688587,NA,690,426,264,2065,210,10226
2020-06-10,"R","Galveston","R - Galveston",1309237,NA,142,85,57,344,28,1487
2020-06-10,"S","Victoria","S - Victoria",186672,NA,10,6,4,212,16,368
2020-06-10,"T","Laredo","T - Laredo",295669,NA,12,5,7,92,6,318
2020-06-10,"U","Corpus Christi","U - Corpus Christi",630897,NA,7,4,3,291,6,1054
2020-06-10,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,67,53,14,543,55,1914
2020-06-11,"A","Amarillo","A - Amarillo",440127,NA,23,13,10,465,41,674
2020-06-11,"B","Lubbock","B - Lubbock",513580,NA,14,6,8,403,47,878
2020-06-11,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,221,15,333
2020-06-11,"D","Abilene","D - Abilene",306972,NA,0,0,0,372,17,463
2020-06-11,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,705,435,270,2934,398,11662
2020-06-11,"F","Paris","F - Paris",273329,NA,25,13,12,688,83,462
2020-06-11,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,47,23,24,441,72,1523
2020-06-11,"H","Lufkin","H - Lufkin",272151,NA,14,12,2,215,9,320
2020-06-11,"I","El Paso","I - El Paso",881765,NA,99,45,54,500,36,1365
2020-06-11,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,19,10,9,477,46,753
2020-06-11,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,156,10,341
2020-06-11,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,19,11,8,246,11,769
2020-06-11,"M","Waco","M - Waco",330048,NA,2,0,2,196,16,371
2020-06-11,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,22,11,11,205,16,300
2020-06-11,"O","Austin","O - Austin",2375407,NA,89,49,40,734,92,2543
2020-06-11,"P","San Antonio","P - San Antonio",2945792,NA,133,88,45,1495,186,4607
2020-06-11,"Q","Houston","Q - Houston",6688587,NA,642,409,233,1991,217,9088
2020-06-11,"R","Galveston","R - Galveston",1309237,NA,111,59,52,426,21,719
2020-06-11,"S","Victoria","S - Victoria",186672,NA,9,5,4,198,17,370
2020-06-11,"T","Laredo","T - Laredo",295669,NA,12,4,8,95,8,328
2020-06-11,"U","Corpus Christi","U - Corpus Christi",630897,NA,7,4,3,293,7,917
2020-06-11,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,67,53,14,520,54,1938
2020-06-12,"A","Amarillo","A - Amarillo",440127,NA,17,9,8,470,48,675
2020-06-12,"B","Lubbock","B - Lubbock",513580,NA,17,8,9,391,35,902
2020-06-12,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,227,18,355
2020-06-12,"D","Abilene","D - Abilene",306972,NA,0,0,0,403,12,463
2020-06-12,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,712,460,252,2926,395,11784
2020-06-12,"F","Paris","F - Paris",273329,NA,29,13,16,789,99,549
2020-06-12,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,50,27,23,530,73,1483
2020-06-12,"H","Lufkin","H - Lufkin",272151,NA,19,15,4,217,8,323
2020-06-12,"I","El Paso","I - El Paso",881765,NA,97,48,49,536,40,1371
2020-06-12,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,20,11,9,516,40,748
2020-06-12,"K","San Angelo","K - San Angelo",179457,NA,1,1,0,183,9,255
2020-06-12,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,16,9,7,257,17,801
2020-06-12,"M","Waco","M - Waco",330048,NA,5,1,4,257,17,370
2020-06-12,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,31,20,11,212,21,334
2020-06-12,"O","Austin","O - Austin",2375407,NA,120,73,47,806,127,2535
2020-06-12,"P","San Antonio","P - San Antonio",2945792,NA,116,73,43,1572,203,4577
2020-06-12,"Q","Houston","Q - Houston",6688587,NA,663,432,231,2335,220,10337
2020-06-12,"R","Galveston","R - Galveston",1309237,NA,131,70,61,420,21,1335
2020-06-12,"S","Victoria","S - Victoria",186672,NA,7,6,1,188,14,365
2020-06-12,"T","Laredo","T - Laredo",295669,NA,12,5,7,96,11,329
2020-06-12,"U","Corpus Christi","U - Corpus Christi",630897,NA,12,5,7,284,14,1089
2020-06-12,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,91,70,21,418,52,2015
2020-06-13,"A","Amarillo","A - Amarillo",440127,NA,18,11,7,470,55,672
2020-06-13,"B","Lubbock","B - Lubbock",513580,NA,18,8,10,393,34,882
2020-06-13,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,212,18,350
2020-06-13,"D","Abilene","D - Abilene",306972,NA,0,0,0,354,7,435
2020-06-13,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,729,472,257,2948,394,11558
2020-06-13,"F","Paris","F - Paris",273329,NA,28,14,14,786,97,553
2020-06-13,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,54,29,25,542,78,1482
2020-06-13,"H","Lufkin","H - Lufkin",272151,NA,25,19,6,201,8,331
2020-06-13,"I","El Paso","I - El Paso",881765,NA,93,46,47,526,49,1355
2020-06-13,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,21,11,10,517,40,744
2020-06-13,"K","San Angelo","K - San Angelo",179457,NA,1,1,0,176,9,255
2020-06-13,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,17,10,7,261,20,769
2020-06-13,"M","Waco","M - Waco",330048,NA,5,1,4,261,20,373
2020-06-13,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,26,14,12,209,21,319
2020-06-13,"O","Austin","O - Austin",2375407,NA,121,72,49,745,106,2556
2020-06-13,"P","San Antonio","P - San Antonio",2945792,NA,144,94,50,1614,202,4565
2020-06-13,"Q","Houston","Q - Houston",6688587,NA,681,444,237,2120,233,10692
2020-06-13,"R","Galveston","R - Galveston",1309237,NA,137,79,58,380,24,1339
2020-06-13,"S","Victoria","S - Victoria",186672,NA,7,6,1,169,16,386
2020-06-13,"T","Laredo","T - Laredo",295669,NA,12,5,7,39,8,293
2020-06-13,"U","Corpus Christi","U - Corpus Christi",630897,NA,11,4,7,245,13,1048
2020-06-13,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,94,74,20,403,46,2068
2020-06-14,"A","Amarillo","A - Amarillo",440127,NA,17,10,7,462,53,673
2020-06-14,"B","Lubbock","B - Lubbock",513580,NA,16,8,8,388,35,813
2020-06-14,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,220,17,279
2020-06-14,"D","Abilene","D - Abilene",306972,NA,1,0,1,402,28,384
2020-06-14,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,728,474,254,3307,463,10808
2020-06-14,"F","Paris","F - Paris",273329,NA,30,16,14,786,91,520
2020-06-14,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,53,26,27,529,84,1396
2020-06-14,"H","Lufkin","H - Lufkin",272151,NA,26,19,7,215,10,318
2020-06-14,"I","El Paso","I - El Paso",881765,NA,94,42,52,586,58,1292
2020-06-14,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,21,11,10,497,38,733
2020-06-14,"K","San Angelo","K - San Angelo",179457,NA,2,1,1,181,9,240
2020-06-14,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,16,9,7,307,25,757
2020-06-14,"M","Waco","M - Waco",330048,NA,5,0,5,257,13,375
2020-06-14,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,28,18,10,240,19,307
2020-06-14,"O","Austin","O - Austin",2375407,NA,123,73,50,842,115,2514
2020-06-14,"P","San Antonio","P - San Antonio",2945792,NA,163,119,44,1548,188,4302
2020-06-14,"Q","Houston","Q - Houston",6688587,NA,696,470,226,2455,252,10128
2020-06-14,"R","Galveston","R - Galveston",1309237,NA,136,74,62,394,21,1084
2020-06-14,"S","Victoria","S - Victoria",186672,NA,8,6,2,153,17,359
2020-06-14,"T","Laredo","T - Laredo",295669,NA,11,4,7,46,8,269
2020-06-14,"U","Corpus Christi","U - Corpus Christi",630897,NA,14,9,5,227,8,1016
2020-06-14,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,99,81,18,618,51,1981
2020-06-15,"A","Amarillo","A - Amarillo",440127,NA,16,8,8,381,52,557
2020-06-15,"B","Lubbock","B - Lubbock",513580,NA,15,7,8,456,46,767
