County,Race/Ethnicity,Vaccination_Type,At_Least_One_Vaccinated,Fully_Vaccinated,Boosted,Doses_Administered,Population_Total
Kleberg,Hispanic,bivalent,14289,12287,2858,5936,22620
Kleberg,Other,bivalent,2559,2252,1131,1318,2098
Kleberg,Unknown,bivalent,1340,984,0,252,
Kleberg,White,bivalent,3971,3398,239,1571,6012
Knox,Asian,bivalent,11,10,0,5,16
Knox,Black,bivalent,44,35,0,11,187
Knox,Hispanic,bivalent,396,342,26,85,1174
Knox,Other,bivalent,424,392,158,208,402
Knox,Unknown,bivalent,66,59,0,14,
Knox,White,bivalent,673,612,9,203,1883
La Salle,Asian,bivalent,14,13,0,8,21
La Salle,Black,bivalent,189,178,0,120,88
La Salle,Hispanic,bivalent,3547,2945,270,1116,5769
La Salle,Other,bivalent,617,542,229,325,294
La Salle,Unknown,bivalent,716,609,0,130,
La Salle,White,bivalent,622,570,80,329,733
Lamar,Asian,bivalent,237,197,0,91,383
Lamar,Black,bivalent,2305,2000,80,892,6577
Lamar,Hispanic,bivalent,1567,1328,185,324,4617
Lamar,Other,bivalent,3556,3243,1891,1590,6663
Lamar,Unknown,bivalent,1387,1172,0,495,
Lamar,White,bivalent,13173,11798,1231,5131,36336
Lamb,Asian,bivalent,5,5,1,3,39
Lamb,Black,bivalent,235,203,85,139,451
Lamb,Hispanic,bivalent,2960,2557,529,1042,7420
Lamb,Other,bivalent,786,680,281,357,1118
Lamb,Unknown,bivalent,556,476,0,135,
Lamb,White,bivalent,1969,1739,488,968,4811
Lampasas,Asian,bivalent,121,95,2,46,265
Lampasas,Black,bivalent,334,255,36,88,877
Lampasas,Hispanic,bivalent,1613,1388,253,537,4557
Lampasas,Other,bivalent,2325,2109,899,1128,2819
Lampasas,Unknown,bivalent,603,459,0,70,
Lampasas,White,bivalent,6753,5985,1404,2693,15737
Lavaca,Asian,bivalent,64,53,4,19,105
Lavaca,Black,bivalent,414,381,77,173,1181
Lavaca,Hispanic,bivalent,1483,1317,217,476,4166
Lavaca,Other,bivalent,1067,988,399,504,1136
Lavaca,Unknown,bivalent,589,444,0,114,
Lavaca,White,bivalent,6450,6057,953,2843,14834
Lee,Asian,bivalent,23,19,0,12,82
Lee,Black,bivalent,743,667,100,300,1737
Lee,Hispanic,bivalent,1927,1636,248,471,4480
Lee,Other,bivalent,1606,1423,652,833,1239
Lee,Unknown,bivalent,566,374,0,62,
Lee,White,bivalent,4615,4177,741,1912,11093
Leon,Asian,bivalent,79,65,0,29,124
Leon,Black,bivalent,467,406,20,189,1037
Leon,Hispanic,bivalent,963,818,220,233,2574
Leon,Other,bivalent,1373,1243,454,630,1094
Leon,Unknown,bivalent,190,130,0,14,
Leon,White,bivalent,4935,4381,421,1882,11931
Liberty,Asian,bivalent,336,291,12,117,603
Liberty,Black,bivalent,3347,2970,260,1362,8324
Liberty,Hispanic,bivalent,17442,14369,2193,3754,33436
Liberty,Other,bivalent,7938,6974,2086,3184,7412
Liberty,Unknown,bivalent,2005,1417,0,184,
Liberty,White,bivalent,17306,15297,1787,5828,53639
Limestone,Asian,bivalent,98,85,4,34,205
Limestone,Black,bivalent,1270,1122,126,426,3647
Limestone,Hispanic,bivalent,1867,1592,283,395,5173
Limestone,Other,bivalent,2432,2201,644,1050,1917
Limestone,Unknown,bivalent,393,293,0,51,
Limestone,White,bivalent,4739,4182,472,1871,12624
Lipscomb,Asian,bivalent,5,5,0,0,21
Lipscomb,Hispanic,bivalent,324,286,63,72,1048
Lipscomb,Other,bivalent,137,123,112,67,415
Lipscomb,Unknown,bivalent,75,61,0,16,
Lipscomb,White,bivalent,536,486,95,204,1728
Live Oak,Asian,bivalent,20,15,0,7,94
Live Oak,Black,bivalent,16,13,0,1,502
Live Oak,Hispanic,bivalent,1694,1522,290,707,4701
Live Oak,Other,bivalent,740,678,303,371,680
Live Oak,Unknown,bivalent,281,216,0,43,
Live Oak,White,bivalent,1924,1720,160,741,5884
Llano,Asian,bivalent,75,60,0,31,135
Llano,Black,bivalent,51,44,11,21,245
Llano,Hispanic,bivalent,1083,901,190,295,2672
Llano,Other,bivalent,2159,2030,1315,1342,1462
Llano,Unknown,bivalent,475,357,0,66,
Llano,White,bivalent,9076,8319,1932,4656,18509
Loving,Hispanic,bivalent,8,5,0,3,12
Loving,Other,bivalent,4,4,0,2,0
Loving,Unknown,bivalent,1,1,0,0,
Loving,White,bivalent,30,22,6,3,43
Lubbock,Asian,bivalent,4384,3729,74,1756,6929
Lubbock,Black,bivalent,7687,6556,605,2387,22180
Lubbock,Hispanic,bivalent,51692,44774,6969,15993,117397
Lubbock,Other,bivalent,32825,29637,13607,15365,25603
Lubbock,Unknown,bivalent,6858,5155,0,880,
Lubbock,White,bivalent,70414,63084,8308,27213,162209
Lynn,Asian,bivalent,8,4,4,4,11
Lynn,Black,bivalent,28,27,2,11,120
Lynn,Hispanic,bivalent,1147,987,146,386,2548
Lynn,Other,bivalent,369,331,107,162,514
Lynn,Unknown,bivalent,154,119,0,49,
Lynn,White,bivalent,1024,924,92,355,2920
Madison,Asian,bivalent,58,51,0,31,139
Madison,Black,bivalent,1268,1159,44,615,2602
Madison,Hispanic,bivalent,1396,1115,177,365,3399
Madison,Other,bivalent,1384,1220,216,644,1121
Madison,Unknown,bivalent,186,121,0,20,
Madison,White,bivalent,3003,2711,210,1159,7303
Marion,Asian,bivalent,20,14,0,8,89
Marion,Black,bivalent,846,773,85,339,1941
Marion,Hispanic,bivalent,190,157,38,51,465
Marion,Other,bivalent,860,804,420,475,1103
Marion,Unknown,bivalent,141,99,0,15,
Marion,White,bivalent,2543,2311,304,937,6802
Martin,Asian,bivalent,4,3,1,2,29
Martin,Black,bivalent,16,14,1,5,106
Martin,Hispanic,bivalent,854,699,153,224,2542
Martin,Other,bivalent,237,209,70,88,426
Martin,Unknown,bivalent,234,161,0,32,
Martin,White,bivalent,827,710,60,266,2452
Mason,Asian,bivalent,2,2,3,2,9
Mason,Black,bivalent,6,4,0,2,20
Mason,Hispanic,bivalent,504,450,29,217,1007
Mason,Other,bivalent,401,391,225,267,230
Mason,Unknown,bivalent,49,35,0,7,
Mason,White,bivalent,1392,1293,260,688,2856
Matagorda,Asian,bivalent,508,435,0,171,594
Matagorda,Black,bivalent,1388,1216,121,553,3631
Matagorda,Hispanic,bivalent,6907,5837,722,1873,16373
Matagorda,Other,bivalent,4697,4061,1534,2027,2911
Matagorda,Unknown,bivalent,583,394,0,44,
Matagorda,White,bivalent,6470,5762,312,2349,15206
Maverick,Asian,bivalent,53,40,4,19,294
Maverick,Black,bivalent,54,46,0,7,242
Maverick,Hispanic,bivalent,63573,45422,14782,17661,55153
Maverick,Other,bivalent,6312,4967,619,2219,2374
Maverick,Unknown,bivalent,37658,1961,20067,379,
Maverick,White,bivalent,9403,6473,0,2033,1556
McCulloch,Asian,bivalent,23,17,5,8,45
McCulloch,Black,bivalent,39,37,0,20,165
McCulloch,Hispanic,bivalent,842,758,144,335,2469
McCulloch,Other,bivalent,253,230,95,135,586
McCulloch,Unknown,bivalent,127,92,0,22,
McCulloch,White,bivalent,2233,2025,247,960,4715
McLennan,Asian,bivalent,3058,2581,93,1151,4375
McLennan,Black,bivalent,14509,12541,469,4760,36416
McLennan,Hispanic,bivalent,31797,27486,5712,9401,72713
McLennan,Other,bivalent,27256,24623,10691,12445,23759
McLennan,Unknown,bivalent,4149,2824,0,371,
McLennan,White,bivalent,74049,65828,9512,29180,143886
McMullen,Black,bivalent,2,2,0,0,16
McMullen,Hispanic,bivalent,117,105,12,42,271
McMullen,Other,bivalent,72,68,18,35,76
McMullen,Unknown,bivalent,12,9,0,2,
McMullen,White,bivalent,162,147,10,62,312
Medina,Asian,bivalent,155,131,38,61,319
Medina,Black,bivalent,723,645,42,307,1576
Medina,Hispanic,bivalent,11205,9638,1745,4067,27767
Medina,Other,bivalent,8009,7133,3148,3836,3807
Medina,Unknown,bivalent,1456,1014,0,228,
Medina,White,bivalent,11284,10208,1362,4786,21507
Menard,Asian,bivalent,2,2,2,0,8
Menard,Black,bivalent,9,7,0,2,38
Menard,Hispanic,bivalent,381,343,62,184,709
Menard,Other,bivalent,118,107,65,63,134
Menard,Unknown,bivalent,25,16,0,2,
Menard,White,bivalent,704,659,10,324,1197
Midland,Asian,bivalent,1980,1672,43,629,3610
Midland,Black,bivalent,3996,3435,226,1185,10646
Midland,Hispanic,bivalent,36617,30646,4864,9228,80882
Midland,Other,bivalent,12909,11430,3574,4957,12583
Midland,Unknown,bivalent,3123,2145,0,228,
Midland,White,bivalent,31690,28122,1975,10275,69933
Milam,Asian,bivalent,84,69,2,36,203
Milam,Black,bivalent,856,745,85,288,2096
Milam,Hispanic,bivalent,2705,2381,345,841,6911
Milam,Other,bivalent,2165,1980,1227,1114,1865
Milam,Unknown,bivalent,540,425,0,88,
Milam,White,bivalent,6595,6078,597,2944,15431
Mills,Asian,bivalent,11,11,0,9,22
Mills,Black,bivalent,7,6,0,2,51
Mills,Hispanic,bivalent,320,287,50,89,873
Mills,Other,bivalent,192,179,66,90,323
Mills,Unknown,bivalent,166,126,0,38,
Mills,White,bivalent,1684,1547,392,812,3458
Mitchell,Asian,bivalent,22,21,0,17,49
Mitchell,Black,bivalent,274,257,0,154,855
Mitchell,Hispanic,bivalent,911,816,114,376,3698
Mitchell,Other,bivalent,636,575,80,330,857
Mitchell,Unknown,bivalent,238,207,0,103,
Mitchell,White,bivalent,1401,1276,147,612,4301
Montague,Asian,bivalent,44,41,0,18,75
Montague,Black,bivalent,19,16,0,6,183
Montague,Hispanic,bivalent,978,812,291,304,2408
Montague,Other,bivalent,1097,995,495,491,1641
Montague,Unknown,bivalent,500,383,0,65,
Montague,White,bivalent,5729,4992,650,2150,17236
Montgomery,Asian,bivalent,12325,10534,963,4987,21918
Montgomery,Black,bivalent,17216,14853,2089,5892,39186
Montgomery,Hispanic,bivalent,104351,85112,18297,27286,171096
Montgomery,Other,bivalent,94326,84841,44589,45359,53259
Montgomery,Unknown,bivalent,15106,9939,0,1205,
Montgomery,White,bivalent,172653,153286,14745,65451,403350
Moore,Asian,bivalent,242,147,5,33,998
Moore,Black,bivalent,187,104,19,19,862
Moore,Hispanic,bivalent,7124,5656,731,1646,12472
Moore,Other,bivalent,1635,1260,276,423,1466
Moore,Unknown,bivalent,900,554,0,98,
Moore,White,bivalent,2556,2128,339,785,6426
Morris,Asian,bivalent,26,20,0,6,82
Morris,Black,bivalent,1267,1093,210,498,2620
Morris,Hispanic,bivalent,669,557,82,171,1386
Morris,Other,bivalent,802,727,272,378,1334
Morris,Unknown,bivalent,314,192,0,55,
Morris,White,bivalent,3425,3082,488,1381,7526
Motley,Black,bivalent,4,3,0,2,30
Motley,Hispanic,bivalent,58,35,15,15,218
Motley,Other,bivalent,141,109,23,50,67
Motley,Unknown,bivalent,10,7,0,2,
Motley,White,bivalent,257,185,45,92,797
Nacogdoches,Asian,bivalent,475,416,22,209,772
Nacogdoches,Black,bivalent,4839,4099,409,1679,11155
Nacogdoches,Hispanic,bivalent,6637,5495,580,1627,13401
Nacogdoches,Other,bivalent,4183,3821,1317,1978,5242
Nacogdoches,Unknown,bivalent,1645,1207,0,182,
Nacogdoches,White,bivalent,16979,15069,2149,6935,37967
Navarro,Asian,bivalent,226,192,0,83,347
Navarro,Black,bivalent,2179,1935,141,871,6486
Navarro,Hispanic,bivalent,6001,5191,709,1582,16220
Navarro,Other,bivalent,6300,5614,2525,2662,5611
Navarro,Unknown,bivalent,1474,1133,0,286,
Navarro,White,bivalent,11200,9987,1171,4465,28575
Newton,Asian,bivalent,19,17,1,5,66
Newton,Black,bivalent,835,754,83,349,2293
Newton,Hispanic,bivalent,90,79,14,27,579
Newton,Other,bivalent,411,381,98,180,1163
Newton,Unknown,bivalent,430,342,0,143,
Newton,White,bivalent,1993,1809,204,775,8942
Nolan,Asian,bivalent,52,43,0,17,95
Nolan,Black,bivalent,213,193,36,83,651
Nolan,Hispanic,bivalent,2194,1995,351,841,5808
Nolan,Other,bivalent,690,619,327,317,1292
Nolan,Unknown,bivalent,282,207,0,42,
Nolan,White,bivalent,3719,3443,633,1638,7748
Nueces,Asian,bivalent,4460,3781,0,1328,7375
Nueces,Black,bivalent,4453,3746,0,1393,11925
Nueces,Hispanic,bivalent,125953,108038,19955,47800,230318
Nueces,Other,bivalent,45627,40942,23148,25189,24205
Nueces,Unknown,bivalent,7794,5720,0,861,
Nueces,White,bivalent,59364,51555,917,22489,98793
Ochiltree,Asian,bivalent,18,16,7,2,43
Ochiltree,Black,bivalent,7,6,0,1,58
Ochiltree,Hispanic,bivalent,2234,1927,114,346,5534
Ochiltree,Other,bivalent,495,436,313,188,669
Ochiltree,Unknown,bivalent,230,201,0,11,
Ochiltree,White,bivalent,1347,1215,0,377,3990
Oldham,Asian,bivalent,22,18,2,9,34
Oldham,Black,bivalent,9,6,0,1,57
Oldham,Hispanic,bivalent,140,111,13,43,317
Oldham,Other,bivalent,116,103,16,48,185
Oldham,Unknown,bivalent,49,41,0,7,
Oldham,White,bivalent,544,481,99,201,1268
Orange,Asian,bivalent,597,503,11,181,945
Orange,Black,bivalent,2651,2282,224,967,7470
Orange,Hispanic,bivalent,2674,2218,389,653,7843
Orange,Other,bivalent,7269,6540,1996,3014,5636
Orange,Unknown,bivalent,1576,1123,0,211,
Orange,White,bivalent,20684,18134,1684,7123,66755
Palo Pinto,Asian,bivalent,121,101,12,43,268
Palo Pinto,Black,bivalent,205,171,19,72,651
Palo Pinto,Hispanic,bivalent,2390,2068,492,698,6027
Palo Pinto,Other,bivalent,2120,1957,1025,1057,2242
Palo Pinto,Unknown,bivalent,308,221,0,36,
Palo Pinto,White,bivalent,7492,6766,459,2897,21149
Panola,Asian,bivalent,55,53,11,24,135
Panola,Black,bivalent,1421,1256,156,543,3489
Panola,Hispanic,bivalent,825,726,81,202,2158
Panola,Other,bivalent,1759,1596,577,723,1933
Panola,Unknown,bivalent,297,207,0,25,
Panola,White,bivalent,5379,4771,504,1897,16446
Parker,Asian,bivalent,666,567,49,247,1131
Parker,Black,bivalent,780,676,95,240,2471
Parker,Hispanic,bivalent,9245,8018,4235,2899,21986
Parker,Other,bivalent,13037,12061,5554,6437,12593
Parker,Unknown,bivalent,2855,2275,0,456,
Parker,White,bivalent,48756,43639,4811,17406,127473
Parmer,Asian,bivalent,11,10,4,3,69
Parmer,Black,bivalent,15,13,3,8,109
Parmer,Hispanic,bivalent,2102,1805,394,700,6436
Parmer,Other,bivalent,200,173,25,79,694
Parmer,Unknown,bivalent,1241,1132,0,521,
Parmer,White,bivalent,898,793,187,351,3118
Pecos,Asian,bivalent,104,101,13,62,170
Pecos,Black,bivalent,335,316,56,177,647
Pecos,Hispanic,bivalent,6749,5873,886,2607,10583
Pecos,Other,bivalent,1113,963,175,468,957
Pecos,Unknown,bivalent,886,715,0,242,
Pecos,White,bivalent,1847,1683,376,825,3529
Polk,Asian,bivalent,184,149,1,75,423
Polk,Black,bivalent,2540,2298,202,1188,4754
Polk,Hispanic,bivalent,2981,2484,313,825,8119
Polk,Other,bivalent,4171,3791,1775,2125,4614
Polk,Unknown,bivalent,1115,728,0,98,
Polk,White,bivalent,15429,13582,2923,6693,36912
Potter,Asian,bivalent,2397,2009,343,917,5697
Potter,Black,bivalent,4138,3485,611,1461,11703
Potter,Hispanic,bivalent,22116,18278,3327,5757,46761
Potter,Other,bivalent,10124,8801,2367,3896,11010
Potter,Unknown,bivalent,1824,1168,0,188,
Potter,White,bivalent,23467,20727,4599,9472,49819
Presidio,Asian,bivalent,22,18,1,5,95
Presidio,Black,bivalent,10,9,0,0,76
Presidio,Hispanic,bivalent,6442,5118,821,2436,5147
Presidio,Other,bivalent,661,444,110,299,450
Presidio,Unknown,bivalent,245,158,0,40,
Presidio,White,bivalent,956,831,125,425,750
Rains,Asian,bivalent,29,25,4,14,114
Rains,Black,bivalent,95,77,19,27,321
Rains,Hispanic,bivalent,454,393,45,105,1256
Rains,Other,bivalent,878,828,431,473,1084
Rains,Unknown,bivalent,180,125,0,12,
Rains,White,bivalent,3729,3382,508,1502,10445
Randall,Asian,bivalent,1388,1150,196,550,2598
Randall,Black,bivalent,1554,1305,192,444,4847
Randall,Hispanic,bivalent,13187,11328,1991,3814,35806
Randall,Other,bivalent,10390,9424,3236,4589,12164
Randall,Unknown,bivalent,2684,1957,0,378,
Randall,White,bivalent,43741,39140,7592,17428,97459
Reagan,Asian,bivalent,5,3,0,0,11
Reagan,Black,bivalent,12,11,2,6,92
Reagan,Hispanic,bivalent,1030,885,66,200,2360
Reagan,Other,bivalent,414,383,21,152,435
Reagan,Unknown,bivalent,101,84,0,22,
Reagan,White,bivalent,243,210,33,68,740
Real,Asian,bivalent,1,1,0,1,11
Real,Black,bivalent,9,9,0,3,43
Real,Hispanic,bivalent,379,314,67,156,826
Real,Other,bivalent,405,391,229,257,293
Real,Unknown,bivalent,50,28,0,8,
Real,White,bivalent,1101,974,126,407,1858
Red River,Asian,bivalent,30,25,8,9,44
Red River,Black,bivalent,591,516,0,120,1796
Red River,Hispanic,bivalent,364,317,121,125,908
Red River,Other,bivalent,1480,1329,1034,676,1100
Red River,Unknown,bivalent,383,326,0,91,
Red River,White,bivalent,2698,2375,0,909,8444
Reeves,Asian,bivalent,80,73,0,40,212
Reeves,Black,bivalent,79,58,6,23,705
Reeves,Hispanic,bivalent,29194,11944,3705,2758,10918
Reeves,Other,bivalent,457,410,281,226,873
Reeves,Unknown,bivalent,1840,1391,0,651,
Reeves,White,bivalent,691,579,75,217,2496
Refugio,Asian,bivalent,10,7,0,3,52
Refugio,Black,bivalent,201,184,51,97,377
Refugio,Hispanic,bivalent,1793,1629,422,765,3512
Refugio,Other,bivalent,447,409,215,238,496
Refugio,Unknown,bivalent,360,303,0,136,
Refugio,White,bivalent,1445,1297,230,658,2703
Roberts,Hispanic,bivalent,17,15,1,5,93
Roberts,Other,bivalent,38,32,24,11,77
Roberts,Unknown,bivalent,20,15,0,3,
Roberts,White,bivalent,226,207,29,89,678
Robertson,Asian,bivalent,77,64,1,26,143
Robertson,Black,bivalent,1377,1222,132,554,3200
Robertson,Hispanic,bivalent,1658,1428,333,473,3852
Robertson,Other,bivalent,1419,1290,777,681,1350
Robertson,Unknown,bivalent,256,163,0,18,
Robertson,White,bivalent,4245,3807,207,1635,9456
Rockwall,Asian,bivalent,2231,1928,214,858,3762
Rockwall,Black,bivalent,4923,4278,806,1684,9829
Rockwall,Hispanic,bivalent,12569,10487,2132,3558,23454
Rockwall,Other,bivalent,12611,11486,5955,6250,10565
Rockwall,Unknown,bivalent,2466,1758,0,232,
Rockwall,White,bivalent,38595,34251,4719,14681,76395
Runnels,Asian,bivalent,19,18,0,5,90
Runnels,Black,bivalent,63,55,7,21,215
Runnels,Hispanic,bivalent,1489,1329,127,486,3568
Runnels,Other,bivalent,391,361,139,178,734
Runnels,Unknown,bivalent,301,243,0,50,
Runnels,White,bivalent,2818,2622,306,1171,5906
Rusk,Asian,bivalent,136,116,3,48,301
Rusk,Black,bivalent,3778,3397,235,1497,8931
Rusk,Hispanic,bivalent,3892,3348,614,1026,9597
Rusk,Other,bivalent,4464,3960,1580,1866,4161
Rusk,Unknown,bivalent,734,541,0,69,
Rusk,White,bivalent,12607,11257,1224,4705,32820
Sabine,Asian,bivalent,17,15,0,6,52
Sabine,Black,bivalent,259,226,43,112,676
Sabine,Hispanic,bivalent,110,88,3,38,492
Sabine,Other,bivalent,576,533,126,268,937
Sabine,Unknown,bivalent,383,328,0,129,
Sabine,White,bivalent,3066,2717,564,1302,8511
San Augustine,Asian,bivalent,11,10,0,3,28
San Augustine,Black,bivalent,1001,880,116,417,1686
San Augustine,Hispanic,bivalent,269,214,74,76,630
San Augustine,Other,bivalent,472,415,109,237,548
San Augustine,Unknown,bivalent,166,124,0,26,
San Augustine,White,bivalent,2201,1960,204,912,5434
San Jacinto,Asian,bivalent,56,46,0,23,140
San Jacinto,Black,bivalent,977,851,107,365,2429
San Jacinto,Hispanic,bivalent,1564,1307,198,391,4446
San Jacinto,Other,bivalent,2019,1855,939,1001,2681
San Jacinto,Unknown,bivalent,453,343,0,55,
San Jacinto,White,bivalent,6332,5642,564,2390,20147
San Patricio,Asian,bivalent,534,459,0,153,705
San Patricio,Black,bivalent,438,374,0,132,1145
San Patricio,Hispanic,bivalent,20228,17099,3221,6769,40892
San Patricio,Other,bivalent,7433,6654,2951,3521,4597
San Patricio,Unknown,bivalent,1412,1008,0,139,
San Patricio,White,bivalent,14938,12864,1070,5225,26003
San Saba,Asian,bivalent,9,9,1,4,47
San Saba,Black,bivalent,123,118,103,51,215
San Saba,Hispanic,bivalent,603,487,112,168,1800
San Saba,Other,bivalent,689,609,222,304,538
San Saba,Unknown,bivalent,104,55,0,7,
San Saba,White,bivalent,1447,1286,400,551,3644
Schleicher,Asian,bivalent,4,4,0,2,10
Schleicher,Black,bivalent,15,14,0,5,35
Schleicher,Hispanic,bivalent,619,556,34,238,1347
Schleicher,Other,bivalent,141,127,63,71,286
Schleicher,Unknown,bivalent,139,127,14,41,
Schleicher,White,bivalent,504,476,56,209,998
Scurry,Asian,bivalent,54,44,22,17,103
Scurry,Black,bivalent,273,250,24,126,818
Scurry,Hispanic,bivalent,3165,2666,368,829,7098
Scurry,Other,bivalent,858,756,132,360,1394
Scurry,Unknown,bivalent,296,212,0,24,
Scurry,White,bivalent,4492,4099,441,1736,8547
Shackelford,Asian,bivalent,5,5,0,1,18
Shackelford,Black,bivalent,5,5,3,1,38
Shackelford,Hispanic,bivalent,155,133,11,78,407
Shackelford,Other,bivalent,125,116,53,57,232
Shackelford,Unknown,bivalent,79,66,0,21,
Shackelford,White,bivalent,990,889,100,368,2682
Shelby,Asian,bivalent,187,167,3,57,310
Shelby,Black,bivalent,1994,1743,205,666,4083
Shelby,Hispanic,bivalent,1938,1584,275,417,4662
Shelby,Other,bivalent,1288,1124,302,434,1723
Shelby,Unknown,bivalent,728,517,0,53,
Shelby,White,bivalent,5338,4663,655,1952,14449
Sherman,Asian,bivalent,1,1,,0,15
Sherman,Black,bivalent,6,6,0,3,35
Sherman,Hispanic,bivalent,660,501,102,105,1298
Sherman,Other,bivalent,115,75,16,28,214
Sherman,Unknown,bivalent,66,46,0,10,
Sherman,White,bivalent,480,397,74,108,1413
Smith,Asian,bivalent,2341,2009,51,859,3760
Smith,Black,bivalent,18145,16098,2280,7406,40877
Smith,Hispanic,bivalent,21603,18535,2643,5860,49105
Smith,Other,bivalent,16596,15236,6051,8221,17918
Smith,Unknown,bivalent,6306,5040,0,547,
Smith,White,bivalent,60464,54480,9160,24938,138668
Somervell,Asian,bivalent,32,31,2,16,80
Somervell,Black,bivalent,15,9,1,0,109
Somervell,Hispanic,bivalent,583,519,134,172,1697
Somervell,Other,bivalent,1487,1386,804,981,856
Somervell,Unknown,bivalent,145,124,0,31,
Somervell,White,bivalent,2314,2085,0,699,7356
Starr,Asian,bivalent,37,27,4,9,122
Starr,Black,bivalent,18,11,0,4,124
Starr,Hispanic,bivalent,81829,62557,5158,18431,63579
Starr,Other,bivalent,5381,4301,1445,2321,865
Starr,Unknown,bivalent,1658,1191,0,273,
Starr,White,bivalent,8051,5451,711,2301,2152
Stephens,Asian,bivalent,52,45,19,23,83
Stephens,Black,bivalent,124,111,0,44,280
Stephens,Hispanic,bivalent,651,567,97,181,2294
Stephens,Other,bivalent,504,430,135,166,610
Stephens,Unknown,bivalent,254,195,0,39,
Stephens,White,bivalent,2291,2105,224,887,6340
Sterling,Asian,bivalent,3,,0,0,2
Sterling,Black,bivalent,5,4,0,2,18
Sterling,Hispanic,bivalent,213,187,33,66,569
Sterling,Other,bivalent,93,83,2,24,106
Sterling,Unknown,bivalent,12,9,0,0,
Sterling,White,bivalent,248,219,0,70,757
Stonewall,Asian,bivalent,9,8,0,3,15
Stonewall,Black,bivalent,5,5,0,3,41
Stonewall,Hispanic,bivalent,95,84,23,28,236
Stonewall,Other,bivalent,60,55,56,38,106
Stonewall,Unknown,bivalent,44,38,0,12,
Stonewall,White,bivalent,446,412,53,191,895
Sutton,Asian,bivalent,15,15,2,6,8
Sutton,Black,bivalent,3,3,0,0,22
Sutton,Hispanic,bivalent,1035,905,68,381,2164
Sutton,Other,bivalent,171,145,46,66,229
Sutton,Unknown,bivalent,100,80,15,27,
Sutton,White,bivalent,559,516,50,243,1107
Swisher,Asian,bivalent,13,11,0,6,28
Swisher,Black,bivalent,189,176,54,82,551
Swisher,Hispanic,bivalent,1125,995,168,397,3235
Swisher,Other,bivalent,443,391,178,198,678
Swisher,Unknown,bivalent,178,148,0,37,
Swisher,White,bivalent,1445,1309,220,648,3043
Tarrant,Asian,bivalent,79675,69892,0,33308,123775
Tarrant,Black,bivalent,153121,132860,0,49915,374803
Tarrant,Hispanic,bivalent,361331,309004,78130,112792,642801
Tarrant,Other,bivalent,271605,248706,132344,138403,219386
Tarrant,Unknown,bivalent,35177,23659,0,3136,
Tarrant,White,bivalent,493074,444666,45224,205251,928782
Taylor,Asian,bivalent,1429,1174,70,504,2914
Taylor,Black,bivalent,3694,3064,262,1030,10623
Taylor,Hispanic,bivalent,13694,11567,2121,4013,37241
Taylor,Other,bivalent,11585,10427,5055,5456,16087
Taylor,Unknown,bivalent,5385,4557,0,1293,
Taylor,White,bivalent,39100,34597,6930,15450,88565
Terrell,Black,bivalent,1,1,0,0,9
Terrell,Hispanic,bivalent,262,221,38,113,390
Terrell,Other,bivalent,69,59,24,26,90
Terrell,Unknown,bivalent,25,16,0,1,
Terrell,White,bivalent,136,111,0,49,291
Terry,Asian,bivalent,27,22,11,7,40
Terry,Black,bivalent,129,114,9,30,493
Terry,Hispanic,bivalent,2539,2161,487,872,6738
Terry,Other,bivalent,596,508,90,189,849
Terry,Unknown,bivalent,1035,929,0,303,
Terry,White,bivalent,1595,1461,363,725,4319
Throckmorton,Asian,bivalent,1,,0,0,8
Throckmorton,Black,bivalent,1,1,0,0,15
Throckmorton,Hispanic,bivalent,44,37,0,12,202
Throckmorton,Other,bivalent,80,74,78,41,87
Throckmorton,Unknown,bivalent,45,37,0,16,
Throckmorton,White,bivalent,515,456,0,186,1238
Titus,Asian,bivalent,153,130,2,66,344
Titus,Black,bivalent,1350,1161,198,498,2822
Titus,Hispanic,bivalent,6707,5473,673,1497,14205
Titus,Other,bivalent,1804,1612,474,723,2635
Titus,Unknown,bivalent,576,419,0,83,
Titus,White,bivalent,6122,5360,711,2240,13294
Tom Green,Asian,bivalent,758,642,2,290,1491
Tom Green,Black,bivalent,1659,1455,150,597,4339
Tom Green,Hispanic,bivalent,21677,19347,2298,7735,50156
Tom Green,Other,bivalent,7736,7000,3180,3710,10644
Tom Green,Unknown,bivalent,1973,1456,0,350,
Tom Green,White,bivalent,30152,27474,2310,12411,61063
Travis,Asian,bivalent,71082,59181,10249,32599,99798
Travis,Black,bivalent,42426,36058,6783,15520,106479
Travis,Hispanic,bivalent,271442,223173,65385,94251,435437
Travis,Other,bivalent,256986,232799,130200,150168,144456
Travis,Unknown,bivalent,43215,29695,0,7090,
Travis,White,bivalent,394232,348100,73310,193762,631837
Trinity,Asian,bivalent,31,26,7,7,65
Trinity,Black,bivalent,508,429,73,207,1152
Trinity,Hispanic,bivalent,569,489,134,176,1663
Trinity,Other,bivalent,1874,1704,600,875,1090
Trinity,Unknown,bivalent,384,296,0,47,
Trinity,White,bivalent,3862,3407,365,1572,10628
Tyler,Asian,bivalent,37,34,0,18,127
Tyler,Black,bivalent,1130,1042,126,548,2092
Tyler,Hispanic,bivalent,478,402,42,146,1779
Tyler,Other,bivalent,1335,1193,267,557,1432
Tyler,Unknown,bivalent,365,272,0,73,
Tyler,White,bivalent,5775,5309,940,2542,15608
Upshur,Asian,bivalent,92,68,10,28,280
