Public Health Region (PHR),County Name,Age Group,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,Date,County,People Vaccinated with at Least One Dose
NA,Jackson,50-64 years,1065,618,469,2021-03-14,NA,NA
NA,Jackson,65-79 years,1858,1050,838,2021-03-14,NA,NA
NA,Jackson,80+ years,665,362,305,2021-03-14,NA,NA
NA,Jasper,16-49 years,1334,897,460,2021-03-14,NA,NA
NA,Jasper,50-64 years,2762,1774,1022,2021-03-14,NA,NA
NA,Jasper,65-79 years,4741,2750,2037,2021-03-14,NA,NA
NA,Jasper,80+ years,1546,902,652,2021-03-14,NA,NA
NA,Jeff Davis,16-49 years,317,219,99,2021-03-14,NA,NA
NA,Jeff Davis,50-64 years,428,265,165,2021-03-14,NA,NA
NA,Jeff Davis,65-79 years,602,336,269,2021-03-14,NA,NA
NA,Jeff Davis,80+ years,123,66,57,2021-03-14,NA,NA
NA,Jefferson,16-49 years,13624,10129,3543,2021-03-14,NA,NA
NA,Jefferson,50-64 years,17225,12725,4535,2021-03-14,NA,NA
NA,Jefferson,65-79 years,19786,14129,5686,2021-03-14,NA,NA
NA,Jefferson,80+ years,6646,4715,1936,2021-03-14,NA,NA
NA,Jefferson,Unknown,42,42,1,2021-03-14,NA,NA
NA,Jim Hogg,16-49 years,945,708,238,2021-03-14,NA,NA
NA,Jim Hogg,50-64 years,757,532,226,2021-03-14,NA,NA
NA,Jim Hogg,65-79 years,751,448,305,2021-03-14,NA,NA
NA,Jim Hogg,80+ years,288,158,130,2021-03-14,NA,NA
NA,Jim Wells,16-49 years,5691,3804,1964,2021-03-14,NA,NA
NA,Jim Wells,50-64 years,5621,3507,2166,2021-03-14,NA,NA
NA,Jim Wells,65-79 years,5244,3059,2221,2021-03-14,NA,NA
NA,Jim Wells,80+ years,1354,821,539,2021-03-14,NA,NA
NA,Jim Wells,Unknown,14,14,0,2021-03-14,NA,NA
NA,Johnson,16-49 years,9846,6498,3533,2021-03-14,NA,NA
NA,Johnson,50-64 years,9325,6538,2948,2021-03-14,NA,NA
NA,Johnson,65-79 years,12716,8913,3992,2021-03-14,NA,NA
NA,Johnson,80+ years,3583,2512,1131,2021-03-14,NA,NA
NA,Johnson,Unknown,21,16,5,2021-03-14,NA,NA
NA,Jones,16-49 years,683,443,261,2021-03-14,NA,NA
NA,Jones,50-64 years,890,601,337,2021-03-14,NA,NA
NA,Jones,65-79 years,1448,931,545,2021-03-14,NA,NA
NA,Jones,80+ years,486,315,183,2021-03-14,NA,NA
NA,Karnes,16-49 years,737,510,258,2021-03-14,NA,NA
NA,Karnes,50-64 years,993,702,322,2021-03-14,NA,NA
NA,Karnes,65-79 years,1482,951,555,2021-03-14,NA,NA
NA,Karnes,80+ years,569,372,200,2021-03-14,NA,NA
NA,Kaufman,16-49 years,8201,5326,2997,2021-03-14,NA,NA
NA,Kaufman,50-64 years,7076,4939,2273,2021-03-14,NA,NA
NA,Kaufman,65-79 years,9430,6030,3495,2021-03-14,NA,NA
NA,Kaufman,80+ years,2376,1561,837,2021-03-14,NA,NA
NA,Kendall,16-49 years,3685,2394,1334,2021-03-14,NA,NA
NA,Kendall,50-64 years,3933,2539,1451,2021-03-14,NA,NA
NA,Kendall,65-79 years,6684,4112,2614,2021-03-14,NA,NA
NA,Kendall,80+ years,2028,1390,646,2021-03-14,NA,NA
NA,Kenedy,16-49 years,84,51,33,2021-03-14,NA,NA
NA,Kenedy,50-64 years,108,58,50,2021-03-14,NA,NA
NA,Kenedy,65-79 years,63,35,28,2021-03-14,NA,NA
NA,Kenedy,80+ years,17,9,8,2021-03-14,NA,NA
NA,Kent,16-49 years,43,29,17,2021-03-14,NA,NA
NA,Kent,50-64 years,57,38,20,2021-03-14,NA,NA
NA,Kent,65-79 years,113,66,50,2021-03-14,NA,NA
NA,Kent,80+ years,81,45,37,2021-03-14,NA,NA
NA,Kerr,16-49 years,2604,1559,1052,2021-03-14,NA,NA
NA,Kerr,50-64 years,2555,1689,880,2021-03-14,NA,NA
NA,Kerr,65-79 years,5666,3920,1764,2021-03-14,NA,NA
NA,Kerr,80+ years,1925,1341,592,2021-03-14,NA,NA
NA,Kimble,16-49 years,189,145,51,2021-03-14,NA,NA
NA,Kimble,50-64 years,342,262,89,2021-03-14,NA,NA
NA,Kimble,65-79 years,843,515,330,2021-03-14,NA,NA
NA,Kimble,80+ years,281,159,122,2021-03-14,NA,NA
NA,King,16-49 years,12,9,3,2021-03-14,NA,NA
NA,King,50-64 years,22,15,7,2021-03-14,NA,NA
NA,King,65-79 years,14,8,6,2021-03-14,NA,NA
NA,Kinney,16-49 years,155,123,36,2021-03-14,NA,NA
NA,Kinney,50-64 years,151,115,36,2021-03-14,NA,NA
NA,Kinney,65-79 years,436,265,171,2021-03-14,NA,NA
NA,Kinney,80+ years,172,111,61,2021-03-14,NA,NA
NA,Kleberg,16-49 years,6565,4319,2274,2021-03-14,NA,NA
NA,Kleberg,50-64 years,4690,2832,1876,2021-03-14,NA,NA
NA,Kleberg,65-79 years,4341,2447,1915,2021-03-14,NA,NA
NA,Kleberg,80+ years,1121,633,492,2021-03-14,NA,NA
NA,Kleberg,Unknown,13,12,1,2021-03-14,NA,NA
NA,Knox,16-49 years,299,189,110,2021-03-14,NA,NA
NA,Knox,50-64 years,434,256,178,2021-03-14,NA,NA
NA,Knox,65-79 years,500,277,224,2021-03-14,NA,NA
NA,Knox,80+ years,282,152,130,2021-03-14,NA,NA
NA,La Salle,16-49 years,1541,932,663,2021-03-14,NA,NA
NA,La Salle,50-64 years,1191,679,551,2021-03-14,NA,NA
NA,La Salle,65-79 years,1007,560,473,2021-03-14,NA,NA
NA,La Salle,80+ years,248,141,112,2021-03-14,NA,NA
NA,Lamar,16-49 years,2499,1693,829,2021-03-14,NA,NA
NA,Lamar,50-64 years,3856,2714,1172,2021-03-14,NA,NA
NA,Lamar,65-79 years,5814,3653,2190,2021-03-14,NA,NA
NA,Lamar,80+ years,2165,1286,885,2021-03-14,NA,NA
NA,Lamar,Unknown,9,8,3,2021-03-14,NA,NA
NA,Lamb,16-49 years,988,634,371,2021-03-14,NA,NA
NA,Lamb,50-64 years,1303,843,486,2021-03-14,NA,NA
NA,Lamb,65-79 years,1259,785,494,2021-03-14,NA,NA
NA,Lamb,80+ years,611,395,227,2021-03-14,NA,NA
NA,Lampasas,16-49 years,773,510,274,2021-03-14,NA,NA
NA,Lampasas,50-64 years,1003,691,329,2021-03-14,NA,NA
NA,Lampasas,65-79 years,1710,1134,591,2021-03-14,NA,NA
NA,Lampasas,80+ years,537,344,195,2021-03-14,NA,NA
NA,Lavaca,16-49 years,823,537,336,2021-03-14,NA,NA
NA,Lavaca,50-64 years,1224,881,443,2021-03-14,NA,NA
NA,Lavaca,65-79 years,2611,1845,849,2021-03-14,NA,NA
NA,Lavaca,80+ years,989,689,342,2021-03-14,NA,NA
NA,Lavaca,Unknown,8,5,3,2021-03-14,NA,NA
NA,Lee,16-49 years,708,483,235,2021-03-14,NA,NA
NA,Lee,50-64 years,822,617,227,2021-03-14,NA,NA
NA,Lee,65-79 years,1482,1080,436,2021-03-14,NA,NA
NA,Lee,80+ years,522,364,164,2021-03-14,NA,NA
NA,Leon,16-49 years,343,225,126,2021-03-14,NA,NA
NA,Leon,50-64 years,645,480,187,2021-03-14,NA,NA
NA,Leon,65-79 years,1594,1158,458,2021-03-14,NA,NA
NA,Leon,80+ years,485,350,143,2021-03-14,NA,NA
NA,Liberty,16-49 years,1967,1340,677,2021-03-14,NA,NA
NA,Liberty,50-64 years,2770,1984,854,2021-03-14,NA,NA
NA,Liberty,65-79 years,5322,3418,2033,2021-03-14,NA,NA
NA,Liberty,80+ years,1473,908,603,2021-03-14,NA,NA
NA,Limestone,16-49 years,784,557,234,2021-03-14,NA,NA
NA,Limestone,50-64 years,1082,781,311,2021-03-14,NA,NA
NA,Limestone,65-79 years,1922,1332,599,2021-03-14,NA,NA
NA,Limestone,80+ years,542,376,167,2021-03-14,NA,NA
NA,Lipscomb,16-49 years,154,115,42,2021-03-14,NA,NA
NA,Lipscomb,50-64 years,251,174,81,2021-03-14,NA,NA
NA,Lipscomb,65-79 years,357,211,147,2021-03-14,NA,NA
NA,Lipscomb,80+ years,153,90,64,2021-03-14,NA,NA
NA,Live Oak,16-49 years,594,398,203,2021-03-14,NA,NA
NA,Live Oak,50-64 years,918,614,318,2021-03-14,NA,NA
NA,Live Oak,65-79 years,1291,796,506,2021-03-14,NA,NA
NA,Live Oak,80+ years,379,230,151,2021-03-14,NA,NA
NA,Llano,16-49 years,527,338,199,2021-03-14,NA,NA
NA,Llano,50-64 years,1039,753,316,2021-03-14,NA,NA
NA,Llano,65-79 years,3557,2453,1150,2021-03-14,NA,NA
NA,Llano,80+ years,1379,874,520,2021-03-14,NA,NA
NA,Loving,16-49 years,9,8,1,2021-03-14,NA,NA
NA,Loving,50-64 years,18,12,6,2021-03-14,NA,NA
NA,Loving,65-79 years,6,4,2,2021-03-14,NA,NA
NA,Loving,80+ years,3,2,1,2021-03-14,NA,NA
NA,Lubbock,16-49 years,40574,25770,14989,2021-03-14,NA,NA
NA,Lubbock,50-64 years,29686,18629,11197,2021-03-14,NA,NA
NA,Lubbock,65-79 years,32705,19520,13296,2021-03-14,NA,NA
NA,Lubbock,80+ years,9866,6086,3805,2021-03-14,NA,NA
NA,Lubbock,Unknown,40,36,4,2021-03-14,NA,NA
NA,Lynn,16-49 years,511,303,209,2021-03-14,NA,NA
NA,Lynn,50-64 years,560,352,213,2021-03-14,NA,NA
NA,Lynn,65-79 years,489,299,190,2021-03-14,NA,NA
NA,Lynn,80+ years,204,137,68,2021-03-14,NA,NA
NA,Madison,16-49 years,314,212,109,2021-03-14,NA,NA
NA,Madison,50-64 years,490,339,168,2021-03-14,NA,NA
NA,Madison,65-79 years,927,625,315,2021-03-14,NA,NA
NA,Madison,80+ years,388,255,135,2021-03-14,NA,NA
NA,Marion,16-49 years,331,230,105,2021-03-14,NA,NA
NA,Marion,50-64 years,517,373,151,2021-03-14,NA,NA
NA,Marion,65-79 years,810,559,261,2021-03-14,NA,NA
NA,Marion,80+ years,309,212,98,2021-03-14,NA,NA
NA,Martin,16-49 years,626,409,217,2021-03-14,NA,NA
NA,Martin,50-64 years,556,350,212,2021-03-14,NA,NA
NA,Martin,65-79 years,480,281,203,2021-03-14,NA,NA
NA,Martin,80+ years,160,93,67,2021-03-14,NA,NA
NA,Mason,16-49 years,183,127,69,2021-03-14,NA,NA
NA,Mason,50-64 years,310,222,104,2021-03-14,NA,NA
NA,Mason,65-79 years,782,507,283,2021-03-14,NA,NA
NA,Mason,80+ years,371,205,168,2021-03-14,NA,NA
NA,Matagorda,16-49 years,1227,829,419,2021-03-14,NA,NA
NA,Matagorda,50-64 years,1579,1164,437,2021-03-14,NA,NA
NA,Matagorda,65-79 years,2464,1738,739,2021-03-14,NA,NA
NA,Matagorda,80+ years,718,502,218,2021-03-14,NA,NA
NA,Maverick,16-49 years,5594,4427,1573,2021-03-14,NA,NA
NA,Maverick,50-64 years,3123,2625,717,2021-03-14,NA,NA
NA,Maverick,65-79 years,2633,2388,320,2021-03-14,NA,NA
NA,Maverick,80+ years,645,574,91,2021-03-14,NA,NA
NA,McCulloch,16-49 years,219,161,64,2021-03-14,NA,NA
NA,McCulloch,50-64 years,466,344,131,2021-03-14,NA,NA
NA,McCulloch,65-79 years,955,638,338,2021-03-14,NA,NA
NA,McCulloch,80+ years,334,212,126,2021-03-14,NA,NA
NA,McLennan,16-49 years,16014,10230,6266,2021-03-14,NA,NA
NA,McLennan,50-64 years,14350,9439,5189,2021-03-14,NA,NA
NA,McLennan,65-79 years,22729,14339,8646,2021-03-14,NA,NA
NA,McLennan,80+ years,7229,4620,2657,2021-03-14,NA,NA
NA,McLennan,Unknown,53,52,1,2021-03-14,NA,NA
NA,McMullen,16-49 years,34,24,12,2021-03-14,NA,NA
NA,McMullen,50-64 years,75,51,26,2021-03-14,NA,NA
NA,McMullen,65-79 years,111,60,51,2021-03-14,NA,NA
NA,McMullen,80+ years,43,23,20,2021-03-14,NA,NA
NA,Medina,16-49 years,3537,2475,1273,2021-03-14,NA,NA
NA,Medina,50-64 years,3850,2746,1313,2021-03-14,NA,NA
NA,Medina,65-79 years,5155,3447,1951,2021-03-14,NA,NA
NA,Medina,80+ years,1387,909,545,2021-03-14,NA,NA
NA,Medina,Unknown,4,4,1,2021-03-14,NA,NA
NA,Menard,16-49 years,164,123,87,2021-03-14,NA,NA
NA,Menard,50-64 years,244,167,111,2021-03-14,NA,NA
NA,Menard,65-79 years,474,288,208,2021-03-14,NA,NA
NA,Menard,80+ years,154,86,69,2021-03-14,NA,NA
NA,Midland,16-49 years,14947,10484,4548,2021-03-14,NA,NA
NA,Midland,50-64 years,11462,8106,3431,2021-03-14,NA,NA
NA,Midland,65-79 years,11944,7650,4341,2021-03-14,NA,NA
NA,Midland,80+ years,3704,2375,1342,2021-03-14,NA,NA
NA,Midland,Unknown,17,14,3,2021-03-14,NA,NA
NA,Milam,16-49 years,902,615,301,2021-03-14,NA,NA
NA,Milam,50-64 years,1430,1016,431,2021-03-14,NA,NA
NA,Milam,65-79 years,2981,1917,1104,2021-03-14,NA,NA
NA,Milam,80+ years,925,585,355,2021-03-14,NA,NA
NA,Milam,Unknown,9,9,0,2021-03-14,NA,NA
NA,Mills,16-49 years,252,173,88,2021-03-14,NA,NA
NA,Mills,50-64 years,334,244,101,2021-03-14,NA,NA
NA,Mills,65-79 years,777,519,259,2021-03-14,NA,NA
NA,Mills,80+ years,302,198,104,2021-03-14,NA,NA
NA,Mitchell,16-49 years,324,196,129,2021-03-14,NA,NA
NA,Mitchell,50-64 years,443,285,164,2021-03-14,NA,NA
NA,Mitchell,65-79 years,646,394,257,2021-03-14,NA,NA
NA,Mitchell,80+ years,244,148,99,2021-03-14,NA,NA
NA,Montague,16-49 years,741,436,309,2021-03-14,NA,NA
NA,Montague,50-64 years,1236,770,479,2021-03-14,NA,NA
NA,Montague,65-79 years,2610,1525,1095,2021-03-14,NA,NA
NA,Montague,80+ years,830,472,359,2021-03-14,NA,NA
NA,Montgomery,16-49 years,32943,21600,11997,2021-03-14,NA,NA
NA,Montgomery,50-64 years,27829,19615,8653,2021-03-14,NA,NA
NA,Montgomery,65-79 years,56802,33204,23862,2021-03-14,NA,NA
NA,Montgomery,80+ years,13559,8032,5584,2021-03-14,NA,NA
NA,Montgomery,Unknown,28,25,4,2021-03-14,NA,NA
NA,Moore,16-49 years,3572,2109,1499,2021-03-14,NA,NA
NA,Moore,50-64 years,2683,1555,1143,2021-03-14,NA,NA
NA,Moore,65-79 years,2067,1132,945,2021-03-14,NA,NA
NA,Moore,80+ years,560,315,247,2021-03-14,NA,NA
NA,Morris,16-49 years,334,219,122,2021-03-14,NA,NA
NA,Morris,50-64 years,508,348,172,2021-03-14,NA,NA
NA,Morris,65-79 years,967,680,303,2021-03-14,NA,NA
NA,Morris,80+ years,362,256,112,2021-03-14,NA,NA
NA,Motley,16-49 years,55,41,14,2021-03-14,NA,NA
NA,Motley,50-64 years,85,59,26,2021-03-14,NA,NA
NA,Motley,65-79 years,216,143,73,2021-03-14,NA,NA
NA,Motley,80+ years,98,58,40,2021-03-14,NA,NA
NA,Nacogdoches,16-49 years,3769,2395,1492,2021-03-14,NA,NA
NA,Nacogdoches,50-64 years,4295,2905,1496,2021-03-14,NA,NA
NA,Nacogdoches,65-79 years,6633,4254,2472,2021-03-14,NA,NA
NA,Nacogdoches,80+ years,1958,1264,716,2021-03-14,NA,NA
NA,Nacogdoches,Unknown,8,8,0,2021-03-14,NA,NA
NA,Navarro,16-49 years,3118,2099,1025,2021-03-14,NA,NA
NA,Navarro,50-64 years,4562,2999,1575,2021-03-14,NA,NA
NA,Navarro,65-79 years,6684,3825,2866,2021-03-14,NA,NA
NA,Navarro,80+ years,1822,1075,748,2021-03-14,NA,NA
NA,Newton,16-49 years,394,278,120,2021-03-14,NA,NA
NA,Newton,50-64 years,838,545,299,2021-03-14,NA,NA
NA,Newton,65-79 years,1353,797,570,2021-03-14,NA,NA
NA,Newton,80+ years,392,236,159,2021-03-14,NA,NA
NA,Nolan,16-49 years,713,477,312,2021-03-14,NA,NA
NA,Nolan,50-64 years,1002,694,469,2021-03-14,NA,NA
NA,Nolan,65-79 years,1883,1126,894,2021-03-14,NA,NA
NA,Nolan,80+ years,667,404,312,2021-03-14,NA,NA
NA,Nueces,16-49 years,36797,23643,13779,2021-03-14,NA,NA
NA,Nueces,50-64 years,31190,19395,12179,2021-03-14,NA,NA
NA,Nueces,65-79 years,35732,21092,14817,2021-03-14,NA,NA
NA,Nueces,80+ years,8785,5330,3502,2021-03-14,NA,NA
NA,Nueces,Unknown,50,44,6,2021-03-14,NA,NA
NA,Ochiltree,16-49 years,936,791,148,2021-03-14,NA,NA
NA,Ochiltree,50-64 years,635,495,142,2021-03-14,NA,NA
NA,Ochiltree,65-79 years,745,477,268,2021-03-14,NA,NA
NA,Ochiltree,80+ years,253,148,105,2021-03-14,NA,NA
NA,Oldham,16-49 years,124,77,48,2021-03-14,NA,NA
NA,Oldham,50-64 years,180,108,73,2021-03-14,NA,NA
NA,Oldham,65-79 years,195,111,86,2021-03-14,NA,NA
NA,Oldham,80+ years,85,47,38,2021-03-14,NA,NA
NA,Orange,16-49 years,2836,1981,885,2021-03-14,NA,NA
NA,Orange,50-64 years,3852,2750,1153,2021-03-14,NA,NA
NA,Orange,65-79 years,6214,4372,1914,2021-03-14,NA,NA
NA,Orange,80+ years,1996,1382,633,2021-03-14,NA,NA
NA,Palo Pinto,16-49 years,888,640,266,2021-03-14,NA,NA
NA,Palo Pinto,50-64 years,1322,989,352,2021-03-14,NA,NA
NA,Palo Pinto,65-79 years,2548,1842,729,2021-03-14,NA,NA
NA,Palo Pinto,80+ years,732,535,209,2021-03-14,NA,NA
NA,Palo Pinto,Unknown,8,6,2,2021-03-14,NA,NA
NA,Panola,16-49 years,548,363,211,2021-03-14,NA,NA
NA,Panola,50-64 years,794,535,310,2021-03-14,NA,NA
NA,Panola,65-79 years,1751,1140,684,2021-03-14,NA,NA
NA,Panola,80+ years,646,420,251,2021-03-14,NA,NA
NA,Parker,16-49 years,8635,5328,3386,2021-03-14,NA,NA
NA,Parker,50-64 years,8778,5705,3185,2021-03-14,NA,NA
NA,Parker,65-79 years,13919,8513,5461,2021-03-14,NA,NA
NA,Parker,80+ years,3864,2343,1537,2021-03-14,NA,NA
NA,Parmer,16-49 years,959,659,329,2021-03-14,NA,NA
NA,Parmer,50-64 years,1059,669,415,2021-03-14,NA,NA
NA,Parmer,65-79 years,967,552,421,2021-03-14,NA,NA
NA,Parmer,80+ years,403,238,171,2021-03-14,NA,NA
NA,Pecos,16-49 years,2419,1764,692,2021-03-14,NA,NA
NA,Pecos,50-64 years,1883,1204,694,2021-03-14,NA,NA
NA,Pecos,65-79 years,1664,970,708,2021-03-14,NA,NA
NA,Pecos,80+ years,527,301,228,2021-03-14,NA,NA
NA,Polk,16-49 years,1386,921,471,2021-03-14,NA,NA
NA,Polk,50-64 years,2403,1689,730,2021-03-14,NA,NA
NA,Polk,65-79 years,5737,3651,2112,2021-03-14,NA,NA
NA,Polk,80+ years,1783,1148,637,2021-03-14,NA,NA
NA,Polk,Unknown,9,7,2,2021-03-14,NA,NA
NA,Potter,16-49 years,10404,6657,3842,2021-03-14,NA,NA
NA,Potter,50-64 years,10953,6668,4333,2021-03-14,NA,NA
NA,Potter,65-79 years,11873,6747,5146,2021-03-14,NA,NA
NA,Potter,80+ years,4202,2505,1704,2021-03-14,NA,NA
NA,Potter,Unknown,29,25,4,2021-03-14,NA,NA
NA,Presidio,16-49 years,1423,1111,313,2021-03-14,NA,NA
NA,Presidio,50-64 years,1263,862,403,2021-03-14,NA,NA
NA,Presidio,65-79 years,1398,858,540,2021-03-14,NA,NA
NA,Presidio,80+ years,418,263,155,2021-03-14,NA,NA
NA,Rains,16-49 years,257,168,92,2021-03-14,NA,NA
NA,Rains,50-64 years,472,331,147,2021-03-14,NA,NA
NA,Rains,65-79 years,1154,777,386,2021-03-14,NA,NA
NA,Rains,80+ years,293,210,83,2021-03-14,NA,NA
NA,Randall,16-49 years,16036,10007,6272,2021-03-14,NA,NA
NA,Randall,50-64 years,15066,8852,6320,2021-03-14,NA,NA
NA,Randall,65-79 years,18646,10334,8339,2021-03-14,NA,NA
NA,Randall,80+ years,5281,2988,2303,2021-03-14,NA,NA
NA,Randall,Unknown,27,20,7,2021-03-14,NA,NA
NA,Reagan,16-49 years,323,197,127,2021-03-14,NA,NA
NA,Reagan,50-64 years,304,198,106,2021-03-14,NA,NA
NA,Reagan,65-79 years,280,164,116,2021-03-14,NA,NA
NA,Reagan,80+ years,62,40,22,2021-03-14,NA,NA
NA,Real,16-49 years,140,107,33,2021-03-14,NA,NA
NA,Real,50-64 years,303,233,70,2021-03-14,NA,NA
NA,Real,65-79 years,917,525,392,2021-03-14,NA,NA
NA,Real,80+ years,235,133,102,2021-03-14,NA,NA
NA,Red River,16-49 years,388,251,141,2021-03-14,NA,NA
NA,Red River,50-64 years,745,497,255,2021-03-14,NA,NA
NA,Red River,65-79 years,1604,1004,611,2021-03-14,NA,NA
NA,Red River,80+ years,515,307,211,2021-03-14,NA,NA
NA,Reeves,16-49 years,2345,1395,951,2021-03-14,NA,NA
NA,Reeves,50-64 years,2188,1234,957,2021-03-14,NA,NA
NA,Reeves,65-79 years,1780,957,824,2021-03-14,NA,NA
NA,Reeves,80+ years,501,274,227,2021-03-14,NA,NA
NA,Refugio,16-49 years,468,337,135,2021-03-14,NA,NA
NA,Refugio,50-64 years,762,560,207,2021-03-14,NA,NA
NA,Refugio,65-79 years,1034,681,357,2021-03-14,NA,NA
NA,Refugio,80+ years,358,228,130,2021-03-14,NA,NA
NA,Roberts,16-49 years,37,26,11,2021-03-14,NA,NA
NA,Roberts,50-64 years,45,32,14,2021-03-14,NA,NA
NA,Roberts,65-79 years,119,71,48,2021-03-14,NA,NA
NA,Roberts,80+ years,30,17,13,2021-03-14,NA,NA
NA,Robertson,16-49 years,549,382,175,2021-03-14,NA,NA
NA,Robertson,50-64 years,937,666,276,2021-03-14,NA,NA
NA,Robertson,65-79 years,1891,1256,641,2021-03-14,NA,NA
NA,Robertson,80+ years,591,381,215,2021-03-14,NA,NA
NA,Rockwall,16-49 years,8735,5934,3348,2021-03-14,NA,NA
NA,Rockwall,50-64 years,7830,5507,2654,2021-03-14,NA,NA
NA,Rockwall,65-79 years,11217,6803,4469,2021-03-14,NA,NA
NA,Rockwall,80+ years,2609,1611,1007,2021-03-14,NA,NA
NA,Runnels,16-49 years,612,416,199,2021-03-14,NA,NA
NA,Runnels,50-64 years,780,567,217,2021-03-14,NA,NA
NA,Runnels,65-79 years,1347,847,504,2021-03-14,NA,NA
NA,Runnels,80+ years,492,297,196,2021-03-14,NA,NA
NA,Rusk,16-49 years,1386,848,551,2021-03-14,NA,NA
NA,Rusk,50-64 years,2273,1402,903,2021-03-14,NA,NA
NA,Rusk,65-79 years,3878,2401,1518,2021-03-14,NA,NA
NA,Rusk,80+ years,1258,787,483,2021-03-14,NA,NA
NA,Sabine,16-49 years,258,183,77,2021-03-14,NA,NA
NA,Sabine,50-64 years,813,577,239,2021-03-14,NA,NA
NA,Sabine,65-79 years,1776,1133,647,2021-03-14,NA,NA
NA,Sabine,80+ years,620,384,236,2021-03-14,NA,NA
NA,San Augustine,16-49 years,264,191,73,2021-03-14,NA,NA
NA,San Augustine,50-64 years,609,447,163,2021-03-14,NA,NA
NA,San Augustine,65-79 years,1178,797,385,2021-03-14,NA,NA
NA,San Augustine,80+ years,478,323,155,2021-03-14,NA,NA
NA,San Augustine,Unknown,7,7,0,2021-03-14,NA,NA
NA,San Jacinto,16-49 years,570,383,204,2021-03-14,NA,NA
NA,San Jacinto,50-64 years,1119,785,377,2021-03-14,NA,NA
NA,San Jacinto,65-79 years,2729,1739,1020,2021-03-14,NA,NA
NA,San Jacinto,80+ years,776,500,281,2021-03-14,NA,NA
NA,San Patricio,16-49 years,4981,3410,1655,2021-03-14,NA,NA
NA,San Patricio,50-64 years,5293,3544,1849,2021-03-14,NA,NA
NA,San Patricio,65-79 years,6481,4081,2510,2021-03-14,NA,NA
NA,San Patricio,80+ years,1507,993,538,2021-03-14,NA,NA
NA,San Saba,16-49 years,100,71,31,2021-03-14,NA,NA
NA,San Saba,50-64 years,142,111,33,2021-03-14,NA,NA
NA,San Saba,65-79 years,454,348,109,2021-03-14,NA,NA
NA,San Saba,80+ years,165,128,38,2021-03-14,NA,NA
NA,Schleicher,16-49 years,192,153,39,2021-03-14,NA,NA
NA,Schleicher,50-64 years,211,168,43,2021-03-14,NA,NA
NA,Schleicher,65-79 years,378,266,112,2021-03-14,NA,NA
NA,Schleicher,80+ years,101,64,37,2021-03-14,NA,NA
NA,Scurry,16-49 years,1034,679,363,2021-03-14,NA,NA
NA,Scurry,50-64 years,1219,803,420,2021-03-14,NA,NA
NA,Scurry,65-79 years,1588,954,641,2021-03-14,NA,NA
NA,Scurry,80+ years,690,406,287,2021-03-14,NA,NA
NA,Scurry,Unknown,7,6,1,2021-03-14,NA,NA
NA,Shackelford,16-49 years,124,86,42,2021-03-14,NA,NA
NA,Shackelford,50-64 years,238,178,63,2021-03-14,NA,NA
NA,Shackelford,65-79 years,412,286,129,2021-03-14,NA,NA
NA,Shackelford,80+ years,135,90,45,2021-03-14,NA,NA
NA,Shelby,16-49 years,580,415,167,2021-03-14,NA,NA
NA,Shelby,50-64 years,1002,742,265,2021-03-14,NA,NA
NA,Shelby,65-79 years,1708,1178,534,2021-03-14,NA,NA
NA,Shelby,80+ years,696,458,238,2021-03-14,NA,NA
NA,Sherman,16-49 years,354,220,134,2021-03-14,NA,NA
NA,Sherman,50-64 years,325,192,133,2021-03-14,NA,NA
NA,Sherman,65-79 years,277,165,112,2021-03-14,NA,NA
NA,Sherman,80+ years,98,57,41,2021-03-14,NA,NA
NA,Smith,16-49 years,14658,9006,5703,2021-03-14,NA,NA
NA,Smith,50-64 years,14421,9083,5393,2021-03-14,NA,NA
NA,Smith,65-79 years,23042,14291,8822,2021-03-14,NA,NA
NA,Smith,80+ years,8264,5183,3118,2021-03-14,NA,NA
NA,Smith,Unknown,16,15,1,2021-03-14,NA,NA
NA,Somervell,16-49 years,569,395,204,2021-03-14,NA,NA
NA,Somervell,50-64 years,689,506,241,2021-03-14,NA,NA
NA,Somervell,65-79 years,1262,835,477,2021-03-14,NA,NA
NA,Somervell,80+ years,341,219,126,2021-03-14,NA,NA
NA,Starr,16-49 years,10320,8210,3136,2021-03-14,NA,NA
NA,Starr,50-64 years,6486,5174,1847,2021-03-14,NA,NA
NA,Starr,65-79 years,6010,4027,2223,2021-03-14,NA,NA
NA,Starr,80+ years,1599,1089,589,2021-03-14,NA,NA
NA,Starr,Unknown,16,15,2,2021-03-14,NA,NA
NA,Stephens,16-49 years,346,249,127,2021-03-14,NA,NA
NA,Stephens,50-64 years,418,324,150,2021-03-14,NA,NA
NA,Stephens,65-79 years,826,593,302,2021-03-14,NA,NA
NA,Stephens,80+ years,357,236,140,2021-03-14,NA,NA
NA,Sterling,16-49 years,67,60,8,2021-03-14,NA,NA
NA,Sterling,50-64 years,109,86,23,2021-03-14,NA,NA
NA,Sterling,65-79 years,132,92,40,2021-03-14,NA,NA
NA,Sterling,80+ years,42,28,14,2021-03-14,NA,NA
NA,Stonewall,16-49 years,70,46,24,2021-03-14,NA,NA
NA,Stonewall,50-64 years,79,57,24,2021-03-14,NA,NA
NA,Stonewall,65-79 years,207,141,66,2021-03-14,NA,NA
NA,Stonewall,80+ years,103,66,37,2021-03-14,NA,NA
