"District","Date","County","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Lexington ISD",2020-09-20,"Bastrop,Burleson,Lee,Milam,Williamson",144902,1055,896,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,3,2
"Dime Box ISD",2020-09-20,"Burleson,Lee",144903,153,106,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Buffalo ISD",2020-09-20,"Freestone,Leon",145901,930,892,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Centerville ISD",2020-09-20,"Houston,Leon,Madison",145902,635,581,0,0,2,0,0,2,0,0,0,3,1,0,4,0
"Normangee ISD",2020-09-20,"Brazos,Leon,Madison,Robertson",145906,603,543,1,1,1,2,0,3,2,2,2,7,8,0,10,9
"Oakwood ISD",2020-09-20,"Anderson,Freestone,Houston,Leon",145907,174,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leon ISD",2020-09-20,"Freestone,Leon,Limestone,Robertson",145911,731,698,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,0,1,6
"Cleveland ISD",2020-09-20,"Harris,Liberty,Montgomery,San Jacinto",146901,8475,3724,1,0,1,2,0,4,0,2,1,5,7,0,15,0
"Dayton ISD",2020-09-20,"Chambers,Harris,Liberty",146902,5463,3089,0,0,3,5,0,5,3,3,2,20,16,12,23,6
"Devers ISD",2020-09-20,"Chambers,Hardin,Jefferson,Liberty",146903,205,205,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Hardin ISD",2020-09-20,"Hardin,Liberty,Polk,San Jacinto",146904,1288,1000,0,0,0,1,0,1,0,1,1,1,5,1,7,0
"Hull-Daisetta ISD",2020-09-20,"Hardin,Liberty",146905,440,381,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,3,0,2
"Liberty ISD",2020-09-20,"Chambers,Liberty",146906,2216,1801,0,1,0,0,0,0,1,0,2,2,1,0,2,3
"Tarkington ISD",2020-09-20,"Liberty,San Jacinto",146907,1685,1685,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Coolidge ISD",2020-09-20,"Hill,Limestone,Navarro",147901,313,285,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Groesbeck ISD",2020-09-20,"Falls,Freestone,Leon,Limestone,Robertson",147902,1479,1169,0,1,0,0,0,1,0,3,3,3,5,0,14,0
"Mexia ISD",2020-09-20,"Freestone,Limestone,Navarro",147903,1838,1403,0,1,0,1,0,2,0,1,3,0,4,0,8,0
"Booker ISD",2020-09-20,"Hemphill,Lipscomb,Ochiltree,Roberts",148901,362,354,1,0,3,0,1,3,0,1,0,7,0,1,3,4
"Follett ISD",2020-09-20,"Lipscomb",148902,163,162,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Darrouzett ISD",2020-09-20,"Lipscomb",148905,144,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George West ISD",2020-09-20,"Bee,Duval,Jim Wells,Live Oak,McMullen,San Patricio",149901,1002,889,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
"Three Rivers ISD",2020-09-20,"Atascosa,Bee,Karnes,Live Oak,McMullen",149902,562,500,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1
"Llano ISD",2020-09-20,"Blanco,Burnet,Gillespie,Llano,Mason,San Saba",150901,1726,1566,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,2,2
"Texas Tech University K-12",2020-09-20,"Lubbock",152504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rise Academy",2020-09-20,"Lubbock",152802,276,276,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Triumph Public High
Schools-Lubbock",2020-09-20,"Lubbock",152803,205,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betty M Condra School For
Education Innovation",2020-09-20,"Lubbock",152806,137,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lubbock ISD",2020-09-20,"Lubbock",152901,26419,20078,NA,NA,NA,NA,NA,NA,NA,2,14,41,48,2,103,0
"New Deal ISD",2020-09-20,"Hale,Lubbock",152902,758,467,0,0,1,0,0,0,1,1,2,13,5,0,0,21
"Slaton ISD",2020-09-20,"Crosby,Lubbock,Lynn",152903,1333,1079,0,1,0,1,0,1,1,2,2,25,8,6,26,5
"Lubbock-Cooper ISD",2020-09-20,"Lubbock,Lynn",152906,7219,6368,2,3,21,12,2,2,34,6,14,52,33,2,58,45
"Frenship ISD",2020-09-20,"Hockley,Lubbock,Lynn,Terry",152907,10331,9226,2,5,13,10,0,0,30,16,26,64,49,2,32,121
"Roosevelt ISD",2020-09-20,"Crosby,Lubbock",152908,1024,1017,0,0,2,1,0,3,0,2,0,4,4,0,9,1
"Shallowater ISD",2020-09-20,"Hockley,Lubbock",152909,1694,1626,0,0,3,13,0,1,15,1,2,29,26,0,22,36
"Idalou ISD",2020-09-20,"Hale,Lubbock",152910,962,935,NA,NA,NA,NA,NA,NA,NA,2,0,5,4,0,7,4
"O'donnell ISD",2020-09-20,"Borden,Dawson,Garza,Lynn,Terry",153903,298,287,0,0,1,1,0,2,0,0,0,1,2,0,3,0
"Tahoka ISD",2020-09-20,"Garza,Lynn,Terry",153904,602,493,1,0,0,0,0,0,1,1,0,0,0,0,0,1
"New Home ISD",2020-09-20,"Hockley,Lubbock,Lynn,Terry",153905,583,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson ISD",2020-09-20,"Lubbock,Lynn",153907,136,126,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Madisonville Cisd",2020-09-20,"Grimes,Houston,Leon,Madison,Walker",154901,2305,1917,1,0,1,1,0,3,0,2,2,7,4,0,6,9
"North Zulch ISD",2020-09-20,"Brazos,Grimes,Madison",154903,297,252,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1
"Jefferson ISD",2020-09-20,"Cass,Harrison,Marion,Morris,Upshur",155901,1233,832,0,0,1,0,1,0,0,2,0,5,0,4,3,0
"Stanton ISD",2020-09-20,"Andrews,Glasscock,Howard,Martin,Midland",156902,1069,973,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,3,0
"Grady ISD",2020-09-20,"Andrews,Howard,Martin",156905,229,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason ISD",2020-09-20,"Gillespie,Kimble,Llano,Mason,McCulloch,Menard,San Saba",157901,716,696,0,0,0,1,0,1,0,2,1,2,4,0,9,0
"Bay City ISD",2020-09-20,"Matagorda,Wharton",158901,3407,2715,0,0,1,0,0,0,1,2,2,3,1,0,3,5
"Tidehaven ISD",2020-09-20,"Jackson,Matagorda,Wharton",158902,976,858,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,6
"Matagorda ISD",2020-09-20,"Matagorda",158904,106,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palacios ISD",2020-09-20,"Calhoun,Jackson,Matagorda",158905,1278,940,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,1,3
"Van Vleck ISD",2020-09-20,"Brazoria,Matagorda",158906,1043,891,0,0,0,1,0,0,1,0,0,0,7,0,0,7
"Eagle Pass ISD",2020-09-20,"Dimmit,Kinney,Maverick,Uvalde,Webb,Zavala",159901,13828,419,0,0,0,2,0,0,2,3,2,2,21,0,12,16
"Brady ISD",2020-09-20,"Coleman,Concho,Mason,McCulloch,Menard,San Saba",160901,991,910,0,0,1,1,0,2,0,0,1,4,9,1,12,1
"Rochelle ISD",2020-09-20,"Brown,Coleman,McCulloch,San Saba",160904,199,187,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Lohn ISD",2020-09-20,"Coleman,McCulloch",160905,99,90,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Waco Charter School",2020-09-20,"McLennan",161801,219,178,0,0,0,1,0,0,1,1,0,0,1,0,1,1
"Rapoport Academy Public
School",2020-09-20,"McLennan",161802,827,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Acad
(Waco)",2020-09-20,"McLennan",161807,10097,1635,2,0,1,1,0,4,0,3,4,6,5,2,16,0
"Crawford ISD",2020-09-20,"Bosque,Coryell,McLennan",161901,555,520,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Midway ISD",2020-09-20,"McLennan",161903,8254,6311,2,2,4,3,0,1,10,8,10,51,9,0,23,55
"La Vega ISD",2020-09-20,"McLennan",161906,2952,1711,0,0,1,1,0,2,0,2,2,5,6,0,11,4
"Lorena ISD",2020-09-20,"Falls,McLennan",161907,1743,1489,0,0,1,2,0,0,3,3,0,7,7,0,2,15
"Mart ISD",2020-09-20,"Falls,Limestone,McLennan",161908,526,433,NA,NA,NA,NA,NA,NA,NA,3,0,3,1,1,6,0
"Mcgregor ISD",2020-09-20,"Coryell,McLennan",161909,1467,1044,0,0,0,2,0,0,2,1,0,0,3,0,0,4
"Moody ISD",2020-09-20,"Bell,Coryell,McLennan",161910,651,549,NA,NA,NA,NA,NA,NA,NA,2,0,1,4,1,1,5
"Riesel ISD",2020-09-20,"Falls,McLennan",161912,644,577,0,0,1,0,0,1,0,0,1,6,1,2,5,1
"Waco ISD",2020-09-20,"McLennan",161914,14302,8158,0,0,5,6,0,0,11,5,9,31,45,0,2,88
"West ISD",2020-09-20,"Hill,McLennan",161916,1403,1323,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,1,2,0
"Axtell ISD",2020-09-20,"Hill,Limestone,McLennan",161918,764,692,1,1,0,0,0,2,0,1,1,1,1,0,3,1
"Bruceville-Eddy ISD",2020-09-20,"Bell,Falls,McLennan",161919,616,469,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"China Spring ISD",2020-09-20,"Bosque,Hill,McLennan",161920,2869,2456,2,0,3,0,0,3,2,5,2,14,1,0,20,2
"Connally ISD",2020-09-20,"McLennan",161921,2327,1303,0,0,1,1,0,0,2,3,0,3,2,0,3,5
"Robinson ISD",2020-09-20,"Falls,McLennan",161922,2413,2052,1,1,13,5,0,0,20,4,5,14,15,0,0,38
"Bosqueville ISD",2020-09-20,"McLennan",161923,734,586,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1
"Hallsburg ISD",2020-09-20,"McLennan",161924,155,129,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Gholson ISD",2020-09-20,"Hill,McLennan",161925,220,193,0,0,1,1,0,0,2,1,0,3,2,0,3,3
"Mcmullen County ISD",2020-09-20,"Atascosa,Duval,La Salle,Live Oak,McMullen,Webb",162904,268,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devine ISD",2020-09-20,"Atascosa,Frio,Medina",163901,1943,1133,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,3,0
"D'hanis ISD",2020-09-20,"Bandera,Frio,Medina,Uvalde,Zavala",163902,315,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natalia ISD",2020-09-20,"Atascosa,Medina",163903,1050,665,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Hondo ISD",2020-09-20,"Bandera,Frio,Medina",163904,1811,1015,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Medina Valley ISD",2020-09-20,"Bandera,Bexar,Medina",163908,6086,3464,0,0,1,1,0,2,0,0,2,6,1,0,9,0
"Menard ISD",2020-09-20,"Concho,Kimble,Mason,McCulloch,Menard,Schleicher,Sutton,Tom Green",164901,271,259,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Midland Academy Charter
School",2020-09-20,"Midland",165802,364,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Midland ISD",2020-09-20,"Andrews,Ector,Glasscock,Martin,Midland,Upton",165901,25462,14275,8,5,18,15,0,1,45,13,12,74,54,0,20,133
"Greenwood ISD",2020-09-20,"Glasscock,Martin,Midland",165902,2686,2453,0,0,1,1,0,1,1,0,1,7,6,0,10,4
"Cameron ISD",2020-09-20,"Bell,Falls,Milam,Robertson",166901,1620,1461,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,0,13,1
"Gause ISD",2020-09-20,"Burleson,Milam,Robertson",166902,175,143,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Milano ISD",2020-09-20,"Burleson,Milam",166903,400,341,NA,NA,NA,NA,NA,NA,NA,0,1,3,8,0,7,5
"Rockdale ISD",2020-09-20,"Burleson,Lee,Milam",166904,1442,1305,1,0,2,3,0,6,0,1,0,13,4,0,15,3
"Thorndale ISD",2020-09-20,"Lee,Milam,Williamson",166905,578,525,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Buckholts ISD",2020-09-20,"Bell,Milam",166907,145,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goldthwaite ISD",2020-09-20,"Hamilton,Lampasas,Mills,San Saba",167901,515,491,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,2,4,0
"Mullin ISD",2020-09-20,"Brown,Comanche,Mills,San Saba",167902,206,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priddy ISD",2020-09-20,"Comanche,Hamilton,Mills",167904,111,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado ISD",2020-09-20,"Coke,Mitchell,Nolan,Scurry,Sterling",168901,896,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loraine ISD",2020-09-20,"Mitchell,Nolan,Scurry",168902,146,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook ISD",2020-09-20,"Howard,Mitchell",168903,233,232,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,0,6,1
"Bowie ISD",2020-09-20,"Clay,Jack,Montague,Wise",169901,1676,1564,0,0,2,5,0,0,7,0,0,10,11,0,1,20
"Nocona ISD",2020-09-20,"Montague",169902,790,732,0,0,2,2,0,0,4,0,0,11,8,0,2,17
"Gold Burg ISD",2020-09-20,"Clay,Montague",169906,145,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montague ISD",2020-09-20,"Montague",169908,136,134,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Prairie Valley ISD",2020-09-20,"Montague",169909,157,139,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Forestburg ISD",2020-09-20,"Cooke,Montague,Wise",169910,167,153,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Saint Jo ISD",2020-09-20,"Cooke,Montague",169911,301,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Serenity Academy",2020-09-20,"Montgomery",170801,417,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conroe ISD",2020-09-20,"Harris,Montgomery,San Jacinto",170902,64382,43449,4,2,7,23,0,1,35,36,20,77,99,5,20,207
"Montgomery ISD",2020-09-20,"Grimes,Montgomery,Walker",170903,8987,7721,NA,NA,NA,NA,NA,NA,NA,3,0,18,0,0,1,20
"Willis ISD",2020-09-20,"Montgomery,San Jacinto,Walker",170904,7170,4466,0,0,3,1,0,0,4,2,1,15,30,0,1,47
"Magnolia ISD",2020-09-20,"Grimes,Harris,Montgomery,Waller",170906,13051,10438,1,1,2,1,1,1,3,3,5,33,9,6,28,16
"Splendora ISD",2020-09-20,"Liberty,Montgomery,San Jacinto",170907,4122,3258,0,1,1,2,0,3,1,2,2,11,10,0,20,5
"New Caney ISD",2020-09-20,"Harris,Liberty,Montgomery",170908,16059,9706,1,0,2,11,0,6,8,3,6,50,31,0,8,82
"Dumas ISD",2020-09-20,"Carson,Dallam,Hartley,Hutchinson,Moore,Oldham,Potter,Sherman",171901,3981,3755,0,2,4,5,0,11,0,3,3,27,10,0,43,0
"Sunray ISD",2020-09-20,"Hansford,Hutchinson,Moore,Sherman",171902,588,574,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Daingerfield-Lone Star ISD",2020-09-20,"Camp,Cass,Marion,Morris,Titus,Upshur",172902,1035,858,0,0,1,3,0,3,1,2,3,12,10,7,14,6
"Pewitt Cisd",2020-09-20,"Bowie,Cass,Morris,Red River,Titus",172905,848,755,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,1,0,8
"Motley County ISD",2020-09-20,"Briscoe,Cottle,Crosby,Dickens,Floyd,Hall,King,Motley",173901,168,166,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Stephen F Austin State
University Charter School",2020-09-20,"Nacogdoches",174801,255,229,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,0,4,2
"Chireno ISD",2020-09-20,"Nacogdoches,San Augustine",174901,374,310,1,0,0,2,0,0,3,1,0,10,9,5,6,9
"Cushing ISD",2020-09-20,"Cherokee,Nacogdoches,Rusk",174902,543,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison ISD",2020-09-20,"Nacogdoches,Rusk,Shelby",174903,692,616,NA,NA,NA,NA,NA,NA,NA,0,0,7,3,0,2,8
"Nacogdoches ISD",2020-09-20,"Angelina,Cherokee,Nacogdoches",174904,5915,3255,0,0,0,5,0,5,0,0,3,12,19,0,13,21
"Woden ISD",2020-09-20,"Angelina,Nacogdoches",174906,789,716,NA,NA,NA,NA,NA,NA,NA,1,0,0,7,0,3,5
"Central Heights ISD",2020-09-20,"Nacogdoches,Rusk",174908,1135,1004,0,0,0,2,0,2,0,1,2,1,4,0,3,5
"Martinsville ISD",2020-09-20,"Nacogdoches,San Augustine,Shelby",174909,339,319,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Etoile ISD",2020-09-20,"Angelina,Nacogdoches,San Augustine",174910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglass ISD",2020-09-20,"Cherokee,Nacogdoches",174911,467,437,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,3,1
"Blooming Grove ISD",2020-09-20,"Ellis,Navarro",175902,942,805,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,3,1
"Corsicana ISD",2020-09-20,"Freestone,Henderson,Navarro",175903,6049,3731,2,0,0,0,0,2,0,15,5,13,12,0,21,24
"Dawson ISD",2020-09-20,"Hill,Limestone,Navarro",175904,535,439,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Frost ISD",2020-09-20,"Ellis,Hill,Navarro",175905,410,361,0,0,0,1,0,1,0,0,0,0,3,0,2,1
"Kerens ISD",2020-09-20,"Freestone,Henderson,Navarro",175907,557,472,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,4,0
"Mildred ISD",2020-09-20,"Navarro",175910,753,704,0,0,0,1,0,0,1,1,0,3,1,0,3,2
"Rice ISD",2020-09-20,"Ellis,Navarro",175911,965,687,1,0,2,0,0,3,0,2,2,4,0,0,4,4
"Burkeville ISD",2020-09-20,"Jasper,Newton,Sabine",176901,272,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newton ISD",2020-09-20,"Jasper,Newton",176902,915,915,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"Deweyville ISD",2020-09-20,"Jasper,Newton,Orange",176903,538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roscoe Collegiate ISD",2020-09-20,"Fisher,Mitchell,Nolan,Scurry",177901,718,679,0,1,0,0,0,0,1,1,1,2,1,0,0,5
"Sweetwater ISD",2020-09-20,"Fisher,Nolan",177902,2068,1775,0,0,0,1,0,0,1,3,4,20,10,2,11,24
"Blackwell Cisd",2020-09-20,"Coke,Nolan,Runnels,Taylor",177903,161,157,1,0,2,0,0,0,3,1,0,2,2,0,1,4
"Highland ISD",2020-09-20,"Coke,Mitchell,Nolan",177905,218,218,0,0,4,2,0,0,6,0,0,8,2,0,4,6
"Dr M L Garza-Gonzalez
Charter School",2020-09-20,"Nueces",178801,205,80,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Corpus Christi Montessori
School",2020-09-20,"Nueces",178807,115,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seashore Charter Schools",2020-09-20,"Nueces",178808,500,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agua Dulce ISD",2020-09-20,"Jim Wells,Nueces",178901,442,330,0,1,1,1,0,1,2,1,3,1,5,0,2,8
"Bishop Cisd",2020-09-20,"Jim Wells,Kleberg,Nueces",178902,1556,492,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,0,0,5
"Calallen ISD",2020-09-20,"Nueces,San Patricio",178903,3941,2199,NA,NA,NA,NA,NA,NA,NA,3,2,1,14,3,17,0
"Corpus Christi ISD",2020-09-20,"Nueces,San Patricio",178904,34468,5029,2,1,7,2,0,12,0,13,6,24,33,1,74,1
"Driscoll ISD",2020-09-20,"Jim Wells,Nueces",178905,292,158,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"London ISD",2020-09-20,"Kleberg,Nueces",178906,1263,920,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Port Aransas ISD",2020-09-20,"Aransas,Nueces",178908,506,371,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Robstown ISD",2020-09-20,"Nueces",178909,2565,1121,0,0,0,1,0,0,1,0,0,0,3,0,2,1
"Tuloso-Midway ISD",2020-09-20,"Nueces,San Patricio",178912,3844,1737,0,0,0,1,0,0,1,0,0,3,5,0,7,1
"Banquete ISD",2020-09-20,"Jim Wells,Nueces,San Patricio",178913,951,362,1,0,0,0,0,1,0,1,0,3,4,0,8,0
"Flour Bluff ISD",2020-09-20,"Kleberg,Nueces",178914,5533,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Oso ISD",2020-09-20,"Nueces",178915,1899,261,0,0,0,1,0,1,0,0,0,0,3,0,3,0
"Perryton ISD",2020-09-20,"Hansford,Lipscomb,Ochiltree,Roberts",179901,1936,1760,0,0,15,3,0,0,18,2,1,42,23,0,13,55
"Boys Ranch ISD",2020-09-20,"Oldham",180901,223,153,NA,NA,NA,NA,NA,NA,NA,0,0,11,5,1,11,4
"Vega ISD",2020-09-20,"Deaf Smith,Oldham",180902,357,353,1,0,0,2,0,3,0,1,0,0,3,0,4,0
"Adrian ISD",2020-09-20,"Deaf Smith,Oldham",180903,122,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wildorado ISD",2020-09-20,"Deaf Smith,Oldham,Potter,Randall",180904,216,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridge City ISD",2020-09-20,"Jefferson,Orange",181901,3014,2715,0,0,1,0,0,1,0,0,0,6,3,0,9,0
"Orangefield ISD",2020-09-20,"Jefferson,Orange",181905,1801,1616,0,0,3,1,0,0,4,0,0,8,15,1,2,20
"West Orange-Cove Cisd",2020-09-20,"Orange",181906,2509,1644,0,0,0,1,0,1,0,2,1,2,6,0,11,0
"Vidor ISD",2020-09-20,"Hardin,Jasper,Jefferson,Orange",181907,4187,3525,1,2,8,3,0,14,0,2,5,21,16,1,43,0
"Little Cypress-Mauriceville
Cisd",2020-09-20,"Jasper,Newton,Orange",181908,3203,2830,0,0,0,2,0,0,2,0,1,13,9,1,6,16
"Gordon ISD",2020-09-20,"Erath,Palo Pinto",182901,220,214,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Graford ISD",2020-09-20,"Jack,Palo Pinto,Stephens,Young",182902,323,304,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Mineral Wells ISD",2020-09-20,"Palo Pinto,Parker",182903,3130,2241,0,0,1,2,0,1,2,1,5,47,16,2,18,49
"Santo ISD",2020-09-20,"Erath,Palo Pinto,Parker",182904,460,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strawn ISD",2020-09-20,"Eastland,Erath,Palo Pinto,Stephens",182905,143,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palo Pinto ISD",2020-09-20,"Palo Pinto,Stephens",182906,84,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panola Charter School",2020-09-20,"Panola",183801,180,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beckville ISD",2020-09-20,"Harrison,Panola,Rusk",183901,663,645,NA,NA,NA,NA,NA,NA,NA,0,1,2,7,1,5,4
"Carthage ISD",2020-09-20,"Harrison,Panola,Rusk,Shelby",183902,2643,2356,0,0,0,1,0,0,1,0,1,22,14,3,5,29
"Gary ISD",2020-09-20,"Panola,Rusk,Shelby",183904,487,465,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Crosstimbers Academy",2020-09-20,"Parker",184801,111,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poolville ISD",2020-09-20,"Jack,Parker,Wise",184901,540,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springtown ISD",2020-09-20,"Parker,Wise",184902,3590,2930,0,0,3,0,0,1,2,5,0,12,2,1,10,8
"Weatherford ISD",2020-09-20,"Hood,Parker",184903,7963,6284,1,1,6,1,0,5,4,5,7,36,19,1,50,16
"Millsap ISD",2020-09-20,"Palo Pinto,Parker",184904,1204,1037,0,0,0,1,0,1,0,2,1,9,4,1,5,10
"Aledo ISD",2020-09-20,"Hood,Parker,Tarrant",184907,6737,5837,0,0,5,2,0,2,5,2,0,16,7,0,6,19
"Peaster ISD",2020-09-20,"Parker",184908,1387,1303,0,0,2,3,0,0,5,0,0,2,3,0,0,5
"Brock ISD",2020-09-20,"Hood,Parker",184909,1769,1762,0,0,7,1,0,0,8,0,0,14,5,0,4,15
"Garner ISD",2020-09-20,"Palo Pinto,Parker",184911,218,209,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Bovina ISD",2020-09-20,"Parmer",185901,468,419,0,0,1,0,0,1,0,0,0,4,3,0,4,3
"Farwell ISD",2020-09-20,"Bailey,Parmer",185902,530,517,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Friona ISD",2020-09-20,"Castro,Deaf Smith,Parmer",185903,974,924,NA,NA,NA,NA,NA,NA,NA,1,4,5,8,1,2,15
"Lazbuddie ISD",2020-09-20,"Bailey,Castro,Lamb,Parmer",185904,181,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
