District,Date,County,LEA,Total_Enrollment,Approximate_Enrollment,Cases_Weekly_GRADE_EE_3,Cases_Weekly_GRADE_4_6,Cases_Weekly_GRADE_7_12,Cases_Weekly_Staff,Infections_Weekly_On_Campus,Infections_Weekly_Off_Campus,Infections_Weekly_Unknown,Cases_Cumulative_GRADE_EE_3,Cases_Cumulative_GRADE_4_6,Cases_Cumulative_GRADE_7_12,Cases_Cumulative_Staff,Infections_Cumulative_On_Campus,Infections_Cumulative_Off_Campus,Infections_Cumulative_Unknown
North Lamar ISD,10/4/20,"Fannin,Lamar,Red River",139911,2357,1856.45,0,2,3,3,0,1,7,2,6,14,9,4,6,21
Prairiland ISD,10/4/20,"Delta,Franklin,Lamar,Red River",139912,1035,920.7,0,0,0,1,0,1,0,1,2,3,5,2,2,7
Amherst ISD,10/4/20,Lamb,140901,128,125.44,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Littlefield ISD,10/4/20,"Bailey,Hockley,Lamb",140904,1250,954.62,NA,NA,NA,NA,NA,NA,NA,1,0,1,5,0,7,0
Olton ISD,10/4/20,"Castro,Hale,Lamb",140905,581,520.17,0,0,0,1,0,0,1,1,1,3,7,0,2,10
Springlake-Earth ISD,10/4/20,"Castro,Lamb,Parmer",140907,181,168.33,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,3
Sudan ISD,10/4/20,"Bailey,Cochran,Hockley,Lamb",140908,477,448.32,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,2
Lampasas ISD,10/4/20,"Bell,Burnet,Coryell,Lampasas,San Saba",141901,3324,2493,0,0,5,1,0,2,4,2,0,18,7,0,6,21
Lometa ISD,10/4/20,"Lampasas,Mills,San Saba",141902,315,220.22,1,0,0,0,0,0,1,1,0,0,3,0,0,4
Cotulla ISD,10/4/20,"Atascosa,Dimmit,Duval,Frio,La Salle,McMullen,Webb",142901,1236,16.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hallettsville ISD,10/4/20,"Colorado,Fayette,Jackson,Lavaca,Wharton",143901,1124,1048.89,1,0,0,0,0,0,1,2,0,1,3,0,1,5
Moulton ISD,10/4/20,"Fayette,Gonzales,Lavaca",143902,137,127.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shiner ISD,10/4/20,"DeWitt,Gonzales,Lavaca",143903,570,545.09,0,0,0,1,0,0,1,0,0,2,1,0,0,3
Vysehrad ISD,10/4/20,Lavaca,143904,108,105.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweet Home ISD,10/4/20,Lavaca,143905,141,136.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezzell ISD,10/4/20,"DeWitt,Jackson,Lavaca,Victoria",143906,77,74.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giddings ISD,10/4/20,"Bastrop,Burleson,Fayette,Lee,Washington",144901,1862,1285.4,0,2,0,0,0,0,2,4,2,5,2,0,0,13
Lexington ISD,10/4/20,"Bastrop,Burleson,Lee,Milam,Williamson",144902,1026,843.09,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,3,2
Dime Box ISD,10/4/20,"Burleson,Lee",144903,165,18.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo ISD,10/4/20,"Freestone,Leon",145901,916,828.75,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Centerville ISD,10/4/20,"Houston,Leon,Madison",145902,615,508.44,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
Normangee ISD,10/4/20,"Brazos,Leon,Madison,Robertson",145906,591,497.16,0,1,2,2,0,4,1,1,1,5,3,0,6,4
Oakwood ISD,10/4/20,"Anderson,Freestone,Houston,Leon",145907,178,154.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leon ISD,10/4/20,"Freestone,Leon,Limestone,Robertson",145911,728,646.86,0,0,0,1,0,0,1,0,0,4,3,0,1,6
Cleveland ISD,10/4/20,"Harris,Liberty,Montgomery,San Jacinto",146901,7885,3115.69,NA,NA,NA,NA,NA,NA,NA,0,1,2,4,0,7,0
Dayton ISD,10/4/20,"Chambers,Harris,Liberty",146902,5396,2909.48,2,1,12,3,10,6,2,2,2,13,6,10,11,2
Devers ISD,10/4/20,"Chambers,Hardin,Jefferson,Liberty",146903,145,129.05,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Hardin ISD,10/4/20,"Hardin,Liberty,Polk,San Jacinto",146904,1288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hull-Daisetta ISD,10/4/20,"Hardin,Liberty",146905,421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberty ISD,10/4/20,"Chambers,Liberty",146906,2155,1614.84,0,0,1,1,0,0,2,0,0,1,1,0,0,2
Tarkington ISD,10/4/20,"Liberty,San Jacinto",146907,1539,1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coolidge ISD,10/4/20,"Hill,Limestone,Navarro",147901,157,127.17,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Groesbeck ISD,10/4/20,"Falls,Freestone,Leon,Limestone,Robertson",147902,1495,1120.63,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,0,11,0
Mexia ISD,10/4/20,"Freestone,Limestone,Navarro",147903,493,364.82,1,0,0,0,0,1,0,1,2,0,2,0,5,0
Booker ISD,10/4/20,"Hemphill,Lipscomb,Ochiltree,Roberts",148901,368,366.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Follett ISD,10/4/20,Lipscomb,148902,171,171,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Darrouzett ISD,10/4/20,Lipscomb,148905,144,136.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George West ISD,10/4/20,"Bee,Duval,Jim Wells,Live Oak,McMullen,San Patricio",149901,1014,702.21,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3
Three Rivers ISD,10/4/20,"Atascosa,Bee,Karnes,Live Oak,McMullen",149902,586,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Llano ISD,10/4/20,"Blanco,Burnet,Gillespie,Llano,Mason,San Saba",150901,1700,1425.08,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,2,2
Texas Tech University K-12,10/4/20,Lubbock,152504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rise Academy,10/4/20,Lubbock,152802,279,279,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Triumph Public High
Schools-Lubbock",10/4/20,Lubbock,152803,159,41.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betty M Condra School
For Education Innovation",10/4/20,Lubbock,152806,137,102.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lubbock ISD,10/4/20,Lubbock,152901,26205,18497.38,0,0,1,0,0,1,0,2,14,41,48,2,103,0
New Deal ISD,10/4/20,"Hale,Lubbock",152902,757,642.57,1,0,2,1,0,0,4,1,2,11,4,0,0,18
Slaton ISD,10/4/20,"Crosby,Lubbock,Lynn",152903,1313,1165.13,1,0,0,1,0,1,1,2,1,25,6,6,25,3
Lubbock-Cooper ISD,10/4/20,"Lubbock,Lynn",152906,7252,6130.79,2,5,5,3,0,15,0,4,7,20,9,0,39,1
Frenship ISD,10/4/20,"Hockley,Lubbock,Lynn,Terry",152907,10252,8627.24,1,5,3,11,0,0,20,11,14,27,31,2,31,50
Roosevelt ISD,10/4/20,"Crosby,Lubbock",152908,1016,859.52,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
Shallowater ISD,10/4/20,"Hockley,Lubbock",152909,1728,1660.03,1,0,2,0,0,1,2,1,1,14,6,0,14,8
Idalou ISD,10/4/20,"Hale,Lubbock",152910,313,297.35,NA,NA,NA,NA,NA,NA,NA,1,0,4,3,0,4,4
O'donnell ISD,10/4/20,"Borden,Dawson,Garza,Lynn,Terry",153903,290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahoka ISD,10/4/20,"Garza,Lynn,Terry",153904,302,232.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Home ISD,10/4/20,"Hockley,Lubbock,Lynn,Terry",153905,580,568.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wilson ISD,10/4/20,"Lubbock,Lynn",153907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madisonville Cisd,10/4/20,"Grimes,Houston,Leon,Madison,Walker",154901,2234,1654.77,0,0,1,0,0,0,1,1,1,6,3,0,2,9
North Zulch ISD,10/4/20,"Brazos,Grimes,Madison",154903,302,256.7,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1
Jefferson ISD,10/4/20,"Cass,Harrison,Marion,Morris,Upshur",155901,1179,844.01,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,2,3,0
Stanton ISD,10/4/20,"Andrews,Glasscock,Howard,Martin,Midland",156902,1054,868.01,0,0,0,1,0,1,0,0,1,1,1,0,3,0
Grady ISD,10/4/20,"Andrews,Howard,Martin",156905,231,224.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason ISD,10/4/20,"Gillespie,Kimble,Llano,Mason,McCulloch,Menard,San Saba",157901,717,685.05,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,0,8,0
Bay City ISD,10/4/20,"Matagorda,Wharton",158901,3283,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tidehaven ISD,10/4/20,"Jackson,Matagorda,Wharton",158902,254,193.04,0,0,0,2,0,0,2,2,2,1,3,1,1,6
Matagorda ISD,10/4/20,Matagorda,158904,101,21.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palacios ISD,10/4/20,"Calhoun,Jackson,Matagorda",158905,1316,900.3,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,3
Van Vleck ISD,10/4/20,"Brazoria,Matagorda",158906,1038,798.84,0,0,0,1,0,0,1,0,0,0,6,0,0,6
Eagle Pass ISD,10/4/20,"Dimmit,Kinney,Maverick,Uvalde,Webb,Zavala",159901,13175,668.52,0,1,0,3,0,0,4,3,1,2,17,0,12,11
Brady ISD,10/4/20,"Coleman,Concho,Mason,McCulloch,Menard,San Saba",160901,970,776,NA,NA,NA,NA,NA,NA,NA,0,0,2,6,1,6,1
Rochelle ISD,10/4/20,"Brown,Coleman,McCulloch,San Saba",160904,195,183.3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Lohn ISD,10/4/20,"Coleman,McCulloch",160905,95,83.6,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
Waco Charter School,10/4/20,McLennan,161801,212,146.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapoport Academy Public
School",10/4/20,McLennan,161802,492,222.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Acad
(Waco)",10/4/20,McLennan,161807,10173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crawford ISD,10/4/20,"Bosque,Coryell,McLennan",161901,560,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midway ISD,10/4/20,McLennan,161903,8254,5436.16,0,0,2,0,0,1,1,3,4,25,0,0,21,11
La Vega ISD,10/4/20,McLennan,161906,2436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorena ISD,10/4/20,"Falls,McLennan",161907,1724,1319.6,2,0,2,1,0,0,5,2,0,6,5,0,1,12
Mart ISD,10/4/20,"Falls,Limestone,McLennan",161908,505,403.06,2,0,0,1,0,3,0,3,0,3,1,1,6,0
Mcgregor ISD,10/4/20,"Coryell,McLennan",161909,1495,1078.16,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
Moody ISD,10/4/20,"Bell,Coryell,McLennan",161910,657,512.32,0,0,0,1,0,0,1,1,0,1,4,1,0,5
Riesel ISD,10/4/20,"Falls,McLennan",161912,625,550,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Waco ISD,10/4/20,McLennan,161914,14343,7304.28,1,3,9,12,0,2,23,4,7,14,24,0,2,47
West ISD,10/4/20,"Hill,McLennan",161916,1261,1162.28,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
Axtell ISD,10/4/20,"Hill,Limestone,McLennan",161918,767,680.06,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Bruceville-Eddy ISD,10/4/20,"Bell,Falls,McLennan",161919,606,455,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
China Spring ISD,10/4/20,"Bosque,Hill,McLennan",161920,2860,2220.89,0,0,1,0,0,1,0,2,2,11,1,0,16,0
Connally ISD,10/4/20,McLennan,161921,2268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robinson ISD,10/4/20,"Falls,McLennan",161922,2404,1996.3,2,2,0,1,0,0,5,3,4,1,7,0,0,15
Bosqueville ISD,10/4/20,McLennan,161923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1
Hallsburg ISD,10/4/20,McLennan,161924,167,146.96,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Gholson ISD,10/4/20,"Hill,McLennan",161925,216,162,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,3,1
Mcmullen County ISD,10/4/20,"Atascosa,Duval,La Salle,Live Oak,McMullen,Webb",162904,270,267.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devine ISD,10/4/20,"Atascosa,Frio,Medina",163901,1931,1060.9,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,3,0
D'hanis ISD,10/4/20,"Bandera,Frio,Medina,Uvalde,Zavala",163902,304,212.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalia ISD,10/4/20,"Atascosa,Medina",163903,1023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hondo ISD,10/4/20,"Bandera,Frio,Medina",163904,584,350.4,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Medina Valley ISD,10/4/20,"Bandera,Bexar,Medina",163908,1716,772.2,NA,NA,NA,NA,NA,NA,NA,0,2,4,0,0,6,0
Menard ISD,10/4/20,"Concho,Kimble,Mason,McCulloch,Menard,Schleicher,Sutton,Tom Green",164901,277,252.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Midland Academy Charter
School",10/4/20,Midland,165802,373,253.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland ISD,10/4/20,"Andrews,Ector,Glasscock,Martin,Midland,Upton",165901,24300,1031.6,1,3,9,7,0,0,20,4,6,38,32,0,19,61
Greenwood ISD,10/4/20,"Glasscock,Martin,Midland",165902,2672,2316.85,0,1,1,0,0,2,0,0,1,5,5,0,9,2
Cameron ISD,10/4/20,"Bell,Falls,Milam,Robertson",166901,1616,1336.6,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,0,13,1
Gause ISD,10/4/20,"Burleson,Milam,Robertson",166902,167,105.21,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Milano ISD,10/4/20,"Burleson,Milam",166903,154,126.28,0,0,0,2,0,0,2,0,1,3,8,0,7,5
Rockdale ISD,10/4/20,"Burleson,Lee,Milam",166904,1449,940.09,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,1,3
Thorndale ISD,10/4/20,"Lee,Milam,Williamson",166905,219,205.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buckholts ISD,10/4/20,"Bell,Milam",166907,145,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goldthwaite ISD,10/4/20,"Hamilton,Lampasas,Mills,San Saba",167901,526,511.28,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,2,3,0
Mullin ISD,10/4/20,"Brown,Comanche,Mills,San Saba",167902,194,148.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Priddy ISD,10/4/20,"Comanche,Hamilton,Mills",167904,115,28.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado ISD,10/4/20,"Coke,Mitchell,Nolan,Scurry,Sterling",168901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loraine ISD,10/4/20,"Mitchell,Nolan,Scurry",168902,140,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westbrook ISD,10/4/20,"Howard,Mitchell",168903,225,222.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowie ISD,10/4/20,"Clay,Jack,Montague,Wise",169901,1634,1468.57,0,0,1,0,0,0,1,0,0,6,4,0,1,9
Nocona ISD,10/4/20,Montague,169902,247,227.24,0,0,1,2,0,1,2,0,0,2,4,0,2,4
Gold Burg ISD,10/4/20,"Clay,Montague",169906,139,130.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montague ISD,10/4/20,Montague,169908,154,146.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prairie Valley ISD,10/4/20,Montague,169909,161,144.5,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Forestburg ISD,10/4/20,"Cooke,Montague,Wise",169910,167,158.65,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
Saint Jo ISD,10/4/20,"Cooke,Montague",169911,145,139.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Serenity Academy,10/4/20,Montgomery,170801,462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conroe ISD,10/4/20,"Harris,Montgomery,San Jacinto",170902,63413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montgomery ISD,10/4/20,"Grimes,Montgomery,Walker",170903,8837,853.96,0,0,5,0,0,0,5,3,0,9,0,0,1,11
Willis ISD,10/4/20,"Montgomery,San Jacinto,Walker",170904,7633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia ISD,10/4/20,"Grimes,Harris,Montgomery,Waller",170906,13094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Splendora ISD,10/4/20,"Liberty,Montgomery,San Jacinto",170907,4002,424.41,0,0,0,1,0,0,1,2,1,7,4,0,10,4
New Caney ISD,10/4/20,"Harris,Liberty,Montgomery",170908,15789,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumas ISD,10/4/20,"Carson,Dallam,Hartley,Hutchinson,Moore,Oldham,Potter,Sherman",171901,4077,3605.33,NA,NA,NA,NA,NA,NA,NA,2,1,16,4,0,23,0
Sunray ISD,10/4/20,"Hansford,Hutchinson,Moore,Sherman",171902,590,566.42,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Daingerfield-Lone Star ISD,10/4/20,"Camp,Cass,Marion,Morris,Titus,Upshur",172902,277,232.68,0,0,6,1,6,0,1,0,3,10,5,7,8,3
Pewitt Cisd,10/4/20,"Bowie,Cass,Morris,Red River,Titus",172905,852,729.18,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,1,0,8
Motley County ISD,10/4/20,"Briscoe,Cottle,Crosby,Dickens,Floyd,Hall,King,Motley",173901,171,167.58,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Stephen F Austin State
University Charter School",10/4/20,Nacogdoches,174801,255,209.1,NA,NA,NA,NA,NA,NA,NA,3,2,0,1,0,4,2
Chireno ISD,10/4/20,"Nacogdoches,San Augustine",174901,397,340.51,0,0,0,1,0,1,0,0,0,10,6,5,5,6
Cushing ISD,10/4/20,"Cherokee,Nacogdoches,Rusk",174902,577,470.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrison ISD,10/4/20,"Nacogdoches,Rusk,Shelby",174903,677,531.08,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,0,1,7
Nacogdoches ISD,10/4/20,"Angelina,Cherokee,Nacogdoches",174904,5947,3363.79,0,0,0,4,0,4,0,0,1,12,13,0,7,19
Woden ISD,10/4/20,"Angelina,Nacogdoches",174906,NA,NA,0,0,0,3,0,0,3,1,0,0,6,0,3,4
Central Heights ISD,10/4/20,"Nacogdoches,Rusk",174908,1125,929.9,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,0,1,5
Martinsville ISD,10/4/20,"Nacogdoches,San Augustine,Shelby",174909,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Etoile ISD,10/4/20,"Angelina,Nacogdoches,San Augustine",174910,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Douglass ISD,10/4/20,"Cherokee,Nacogdoches",174911,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,2,1
Blooming Grove ISD,10/4/20,"Ellis,Navarro",175902,882,701.81,0,0,1,0,0,0,1,0,1,1,2,0,3,1
Corsicana ISD,10/4/20,"Freestone,Henderson,Navarro",175903,5777,3685.75,1,1,3,3,0,2,6,8,4,12,11,0,17,18
Dawson ISD,10/4/20,"Hill,Limestone,Navarro",175904,253,187.22,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Frost ISD,10/4/20,"Ellis,Hill,Navarro",175905,421,315.75,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
Kerens ISD,10/4/20,"Freestone,Henderson,Navarro",175907,531,430.11,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
Mildred ISD,10/4/20,Navarro,175910,728,623.52,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,3,1
Rice ISD,10/4/20,"Ellis,Navarro",175911,960,647.1,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,4
Burkeville ISD,10/4/20,"Jasper,Newton,Sabine",176901,252,201.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Newton ISD,10/4/20,"Jasper,Newton",176902,873,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deweyville ISD,10/4/20,"Jasper,Newton,Orange",176903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roscoe Collegiate ISD,10/4/20,"Fisher,Mitchell,Nolan,Scurry",177901,614,577.37,0,0,1,0,0,0,1,1,0,2,1,0,0,4
Sweetwater ISD,10/4/20,"Fisher,Nolan",177902,2034,1635.06,1,0,0,0,0,0,1,2,1,17,8,2,9,17
Blackwell Cisd,10/4/20,"Coke,Nolan,Runnels,Taylor",177903,156,156,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Highland ISD,10/4/20,"Coke,Mitchell,Nolan",177905,223,214.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dr M L Garza-Gonzalez
Charter School",10/4/20,Nueces,178801,231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Montessori
School",10/4/20,Nueces,178807,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seashore Charter
Schools",10/4/20,Nueces,178808,499,387.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agua Dulce ISD,10/4/20,"Jim Wells,Nueces",178901,396,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bishop Cisd,10/4/20,"Jim Wells,Kleberg,Nueces",178902,1531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calallen ISD,10/4/20,"Nueces,San Patricio",178903,3988,2198.86,NA,NA,NA,NA,NA,NA,NA,3,1,1,14,3,16,0
Corpus Christi ISD,10/4/20,"Nueces,San Patricio",178904,34570,33472.06,0,0,1,4,1,4,0,3,3,17,29,1,50,1
Driscoll ISD,10/4/20,"Jim Wells,Nueces",178905,283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
London ISD,10/4/20,"Kleberg,Nueces",178906,1288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Port Aransas ISD,10/4/20,"Aransas,Nueces",178908,494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robstown ISD,10/4/20,Nueces,178909,2358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuloso-Midway ISD,10/4/20,"Nueces,San Patricio",178912,3773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banquete ISD,10/4/20,"Jim Wells,Nueces,San Patricio",178913,843,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flour Bluff ISD,10/4/20,"Kleberg,Nueces",178914,5502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Oso ISD,10/4/20,Nueces,178915,1875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perryton ISD,10/4/20,"Hansford,Lipscomb,Ochiltree,Roberts",179901,2103,1919.4,0,0,2,3,0,1,4,1,0,8,4,0,5,8
Boys Ranch ISD,10/4/20,Oldham,180901,229,227.83,0,0,6,1,1,6,0,0,0,11,5,1,11,4
Vega ISD,10/4/20,"Deaf Smith,Oldham",180902,362,345.13,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Adrian ISD,10/4/20,"Deaf Smith,Oldham",180903,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wildorado ISD,10/4/20,"Deaf Smith,Oldham,Potter,Randall",180904,220,213.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bridge City ISD,10/4/20,"Jefferson,Orange",181901,810,680.4,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,4,0
Orangefield ISD,10/4/20,"Jefferson,Orange",181905,1785,1445.24,0,0,3,5,1,1,6,0,0,4,9,1,2,10
West Orange-Cove Cisd,10/4/20,Orange,181906,2428,1181.11,NA,NA,NA,NA,NA,NA,NA,2,1,0,4,0,7,0
Vidor ISD,10/4/20,"Hardin,Jasper,Jefferson,Orange",181907,4134,3325.66,1,2,1,2,0,6,0,1,3,11,11,0,26,0
"Little
Cypress-Mauriceville Cisd",10/4/20,"Jasper,Newton,Orange",181908,3135,2618.92,0,1,6,4,1,3,7,0,1,7,6,1,6,7
