"County","Childcare_Child_Cases_Daily","Childcare_Employee_Cases_Daily","Childcare_Child_Cases_Cumulative","Childcare_Employee_Cases_Cumulative","Date"
"Upshur",0,0,3,1,2020-09-16
"Val Verde",0,0,3,4,2020-09-16
"Van Zandt",0,0,0,1,2020-09-16
"Victoria",0,0,9,5,2020-09-16
"Walker",0,0,1,11,2020-09-16
"Waller",0,0,0,2,2020-09-16
"Washington",0,0,1,3,2020-09-16
"Webb",0,0,19,26,2020-09-16
"Wharton",0,0,4,9,2020-09-16
"Wichita",0,0,0,6,2020-09-16
"Wilbarger",0,0,1,2,2020-09-16
"Willacy",0,0,1,0,2020-09-16
"Williamson",0,0,18,47,2020-09-16
"Wilson",0,0,2,3,2020-09-16
"Wise",0,0,2,2,2020-09-16
"Wood",0,0,0,2,2020-09-16
"Young",0,0,1,0,2020-09-16
"Anderson",0,0,1,3,2020-09-15
"Andrews",0,0,0,3,2020-09-15
"Angelina",1,1,4,14,2020-09-15
"Aransas",0,0,3,0,2020-09-15
"Archer",0,0,0,1,2020-09-15
"Atascosa",0,0,12,3,2020-09-15
"Austin",0,0,0,1,2020-09-15
"Bandera",0,0,1,2,2020-09-15
"Bastrop",0,0,3,4,2020-09-15
"Bee",0,0,0,1,2020-09-15
"Bell",0,0,13,33,2020-09-15
"Bexar",0,0,141,180,2020-09-15
"Bowie",0,1,3,12,2020-09-15
"Brazoria",0,0,26,46,2020-09-15
"Brazos",0,1,12,40,2020-09-15
"Brown",0,0,4,4,2020-09-15
"Burnet",0,0,1,2,2020-09-15
"Caldwell",0,0,3,2,2020-09-15
"Calhoun",0,0,2,4,2020-09-15
"Callahan",0,0,0,1,2020-09-15
"Cameron",0,0,34,33,2020-09-15
"Camp",0,0,2,0,2020-09-15
"Cass",0,0,2,7,2020-09-15
"Chambers",0,0,0,2,2020-09-15
"Cherokee",0,0,2,1,2020-09-15
"Clay",0,0,0,1,2020-09-15
"Collin",0,1,52,87,2020-09-15
"Colorado",0,0,1,7,2020-09-15
"Comal",1,0,11,15,2020-09-15
"Cooke",0,0,2,0,2020-09-15
"Coryell",0,0,2,2,2020-09-15
"Dallam",0,0,1,1,2020-09-15
"Dallas",1,1,102,191,2020-09-15
"Deaf Smith",0,0,0,1,2020-09-15
"Denton",1,0,48,72,2020-09-15
"DeWitt",0,0,0,1,2020-09-15
"Dimmit",0,0,3,0,2020-09-15
"Ector",0,1,11,19,2020-09-15
"El Paso",0,0,19,40,2020-09-15
"Ellis",0,0,9,18,2020-09-15
"Erath",0,0,1,2,2020-09-15
"Fannin",0,0,0,1,2020-09-15
"Fayette",0,0,0,1,2020-09-15
"Fort Bend",0,1,46,104,2020-09-15
"Franklin",0,0,0,3,2020-09-15
"Freestone",0,0,0,1,2020-09-15
"Frio",0,0,0,1,2020-09-15
"Galveston",0,0,32,52,2020-09-15
"Gonzales",0,0,1,1,2020-09-15
"Gray",0,0,0,2,2020-09-15
"Grayson",0,0,2,8,2020-09-15
"Gregg",0,0,8,20,2020-09-15
"Grimes",0,0,0,5,2020-09-15
"Guadalupe",0,0,10,15,2020-09-15
"Hale",0,0,0,2,2020-09-15
"Hardin",0,0,3,3,2020-09-15
"Harris",0,0,213,467,2020-09-15
"Harrison",0,0,1,8,2020-09-15
"Hays",0,2,5,20,2020-09-15
"Henderson",0,0,2,6,2020-09-15
"Hidalgo",4,0,65,59,2020-09-15
"Hill",0,0,2,1,2020-09-15
"Hockley",0,0,0,1,2020-09-15
"Hood",0,0,2,9,2020-09-15
"Hopkins",0,0,1,6,2020-09-15
"Howard",0,0,3,2,2020-09-15
"Hunt",0,0,1,5,2020-09-15
"Jackson",0,0,3,4,2020-09-15
"Jasper",0,0,0,1,2020-09-15
"Jefferson",0,0,7,10,2020-09-15
"Jim Wells",0,0,3,2,2020-09-15
"Johnson",0,0,7,9,2020-09-15
"Kaufman",0,0,5,16,2020-09-15
"Kendall",0,0,1,0,2020-09-15
"Kerr",0,0,0,1,2020-09-15
"Kleberg",0,0,0,1,2020-09-15
"Lamar",0,0,1,4,2020-09-15
"Lavaca",0,0,0,2,2020-09-15
"Lee",0,0,1,0,2020-09-15
"Liberty",0,0,2,6,2020-09-15
"Limestone",0,0,0,1,2020-09-15
"Lubbock",0,2,21,57,2020-09-15
"Martin",0,0,0,1,2020-09-15
"Matagorda",0,0,3,11,2020-09-15
"Maverick",0,0,2,5,2020-09-15
"McCulloch",0,0,0,1,2020-09-15
"McLennan",0,0,6,33,2020-09-15
"Medina",0,0,1,2,2020-09-15
"Midland",0,0,9,21,2020-09-15
"Montgomery",0,1,26,55,2020-09-15
"Morris",0,0,0,4,2020-09-15
"Nacogdoches",0,0,1,9,2020-09-15
"Navarro",0,0,3,5,2020-09-15
"Nolan",0,0,1,0,2020-09-15
"Nueces",0,0,23,64,2020-09-15
"Orange",0,0,8,1,2020-09-15
"Palo Pinto",0,0,1,4,2020-09-15
"Panola",0,0,5,0,2020-09-15
"Parker",0,0,0,12,2020-09-15
"Pecos",0,0,1,0,2020-09-15
"Polk",0,0,1,0,2020-09-15
"Potter",0,0,6,4,2020-09-15
"Randall",0,0,7,12,2020-09-15
"Robertson",0,0,0,2,2020-09-15
"Rockwall",0,0,11,7,2020-09-15
"Rusk",0,0,0,4,2020-09-15
"San Jacinto",0,0,1,0,2020-09-15
"San Patricio",0,0,3,6,2020-09-15
"Scurry",0,0,2,0,2020-09-15
"Smith",0,0,18,25,2020-09-15
"Starr",0,0,3,4,2020-09-15
"Tarrant",1,0,72,156,2020-09-15
"Taylor",0,0,3,13,2020-09-15
"Terry",0,0,0,1,2020-09-15
"Titus",0,0,2,3,2020-09-15
"Tom Green",0,0,9,17,2020-09-15
"Travis",2,0,42,92,2020-09-15
"Tyler",0,0,1,1,2020-09-15
"Upshur",0,0,3,1,2020-09-15
"Val Verde",0,0,3,4,2020-09-15
"Van Zandt",0,0,0,1,2020-09-15
"Victoria",0,0,9,5,2020-09-15
"Walker",0,0,1,11,2020-09-15
"Waller",0,0,0,2,2020-09-15
"Washington",0,0,1,3,2020-09-15
"Webb",0,0,19,26,2020-09-15
"Wharton",0,0,4,9,2020-09-15
"Wichita",0,0,0,6,2020-09-15
"Wilbarger",0,0,1,2,2020-09-15
"Willacy",0,0,1,0,2020-09-15
"Williamson",0,0,18,47,2020-09-15
"Wilson",0,0,2,3,2020-09-15
"Wise",0,0,2,2,2020-09-15
"Wood",0,0,0,2,2020-09-15
"Young",0,0,1,0,2020-09-15
"Anderson",0,0,1,3,2020-09-14
"Andrews",0,0,0,3,2020-09-14
"Angelina",1,0,3,13,2020-09-14
"Aransas",0,0,3,0,2020-09-14
"Archer",0,0,0,1,2020-09-14
"Atascosa",0,0,12,3,2020-09-14
"Austin",0,0,0,1,2020-09-14
"Bandera",0,0,1,2,2020-09-14
"Bastrop",0,0,3,4,2020-09-14
"Bee",0,0,0,1,2020-09-14
"Bell",0,1,13,33,2020-09-14
"Bexar",3,2,141,180,2020-09-14
"Bowie",1,0,3,11,2020-09-14
"Brazoria",0,1,26,46,2020-09-14
"Brazos",1,0,12,39,2020-09-14
"Brown",0,0,4,4,2020-09-14
"Burnet",0,0,1,2,2020-09-14
"Caldwell",0,0,3,2,2020-09-14
"Calhoun",0,0,2,4,2020-09-14
"Callahan",0,0,0,1,2020-09-14
"Cameron",0,0,34,33,2020-09-14
"Camp",0,0,2,0,2020-09-14
"Cass",0,0,2,7,2020-09-14
"Chambers",0,0,0,2,2020-09-14
"Cherokee",0,0,2,1,2020-09-14
"Clay",0,0,0,1,2020-09-14
"Collin",3,0,52,86,2020-09-14
"Colorado",0,0,1,7,2020-09-14
"Comal",0,0,10,15,2020-09-14
"Cooke",0,0,2,0,2020-09-14
"Coryell",0,0,2,2,2020-09-14
"Dallam",0,0,1,1,2020-09-14
"Dallas",2,2,101,190,2020-09-14
"Deaf Smith",0,0,0,1,2020-09-14
"Denton",1,1,47,72,2020-09-14
"DeWitt",0,0,0,1,2020-09-14
"Dimmit",0,0,3,0,2020-09-14
"Ector",0,1,11,18,2020-09-14
"El Paso",0,0,19,40,2020-09-14
"Ellis",2,0,9,18,2020-09-14
"Erath",0,0,1,2,2020-09-14
"Fannin",0,0,0,1,2020-09-14
"Fayette",0,0,0,1,2020-09-14
"Fort Bend",2,0,46,103,2020-09-14
"Franklin",0,0,0,3,2020-09-14
"Freestone",0,0,0,1,2020-09-14
"Frio",0,0,0,1,2020-09-14
"Galveston",0,0,32,52,2020-09-14
"Gonzales",0,0,1,1,2020-09-14
"Gray",0,0,0,2,2020-09-14
"Grayson",0,0,2,8,2020-09-14
"Gregg",0,0,8,20,2020-09-14
"Grimes",0,0,0,5,2020-09-14
"Guadalupe",0,0,10,15,2020-09-14
"Hale",0,0,0,2,2020-09-14
"Hardin",0,0,3,3,2020-09-14
"Harris",2,4,213,467,2020-09-14
"Harrison",0,0,1,8,2020-09-14
"Hays",0,0,5,18,2020-09-14
"Henderson",0,0,2,6,2020-09-14
"Hidalgo",1,0,61,59,2020-09-14
"Hill",0,0,2,1,2020-09-14
"Hockley",0,0,0,1,2020-09-14
"Hood",0,0,2,9,2020-09-14
"Hopkins",0,0,1,6,2020-09-14
"Howard",0,0,3,2,2020-09-14
"Hunt",0,0,1,5,2020-09-14
"Jackson",0,0,3,4,2020-09-14
"Jasper",0,0,0,1,2020-09-14
"Jefferson",0,0,7,10,2020-09-14
"Jim Wells",0,0,3,2,2020-09-14
"Johnson",0,0,7,9,2020-09-14
"Kaufman",0,0,5,16,2020-09-14
"Kendall",0,0,1,0,2020-09-14
"Kerr",0,0,0,1,2020-09-14
"Kleberg",0,0,0,1,2020-09-14
"Lamar",0,0,1,4,2020-09-14
"Lavaca",0,0,0,2,2020-09-14
"Lee",0,0,1,0,2020-09-14
"Liberty",0,0,2,6,2020-09-14
"Limestone",0,0,0,1,2020-09-14
"Lubbock",0,2,21,55,2020-09-14
"Martin",0,0,0,1,2020-09-14
"Matagorda",0,0,3,11,2020-09-14
"Maverick",0,0,2,5,2020-09-14
"McCulloch",0,0,0,1,2020-09-14
"McLennan",0,1,6,33,2020-09-14
"Medina",0,0,1,2,2020-09-14
"Midland",0,0,9,21,2020-09-14
"Montgomery",0,0,26,54,2020-09-14
"Morris",0,0,0,4,2020-09-14
"Nacogdoches",0,1,1,9,2020-09-14
"Navarro",0,0,3,5,2020-09-14
"Nolan",0,0,1,0,2020-09-14
"Nueces",0,0,23,64,2020-09-14
"Orange",0,0,8,1,2020-09-14
"Palo Pinto",0,0,1,4,2020-09-14
"Panola",1,0,5,0,2020-09-14
"Parker",0,0,0,12,2020-09-14
"Pecos",0,0,1,0,2020-09-14
"Polk",0,0,1,0,2020-09-14
"Potter",0,0,6,4,2020-09-14
"Randall",0,0,7,12,2020-09-14
"Robertson",0,0,0,2,2020-09-14
"Rockwall",0,0,11,7,2020-09-14
"Rusk",0,0,0,4,2020-09-14
"San Jacinto",0,0,1,0,2020-09-14
"San Patricio",0,0,3,6,2020-09-14
"Scurry",0,0,2,0,2020-09-14
"Smith",0,0,18,25,2020-09-14
"Starr",0,0,3,4,2020-09-14
"Tarrant",1,3,71,156,2020-09-14
"Taylor",0,1,3,13,2020-09-14
"Terry",0,0,0,1,2020-09-14
"Titus",0,0,2,3,2020-09-14
"Tom Green",0,1,9,17,2020-09-14
"Travis",2,1,40,92,2020-09-14
"Tyler",0,0,1,1,2020-09-14
"Upshur",0,0,3,1,2020-09-14
"Val Verde",0,0,3,4,2020-09-14
"Van Zandt",0,0,0,1,2020-09-14
"Victoria",0,0,9,5,2020-09-14
"Walker",0,0,1,11,2020-09-14
"Waller",0,0,0,2,2020-09-14
"Washington",0,0,1,3,2020-09-14
"Webb",1,4,19,26,2020-09-14
"Wharton",0,0,4,9,2020-09-14
"Wichita",0,0,0,6,2020-09-14
"Wilbarger",0,0,1,2,2020-09-14
"Willacy",0,0,1,0,2020-09-14
"Williamson",0,1,18,47,2020-09-14
"Wilson",0,0,2,3,2020-09-14
"Wise",0,0,2,2,2020-09-14
"Wood",0,0,0,2,2020-09-14
"Young",0,0,1,0,2020-09-14
"Anderson",0,0,1,3,2020-09-13
"Andrews",0,0,0,3,2020-09-13
"Angelina",0,0,2,13,2020-09-13
"Aransas",0,0,3,0,2020-09-13
"Archer",0,0,0,1,2020-09-13
"Atascosa",0,0,12,3,2020-09-13
"Austin",0,0,0,1,2020-09-13
"Bandera",0,0,1,2,2020-09-13
"Bastrop",0,0,3,4,2020-09-13
"Bee",0,0,0,1,2020-09-13
"Bell",0,1,13,32,2020-09-13
"Bexar",0,0,138,178,2020-09-13
"Bowie",0,0,2,11,2020-09-13
"Brazoria",0,0,26,45,2020-09-13
"Brazos",0,3,11,39,2020-09-13
"Brown",0,0,4,4,2020-09-13
"Burnet",0,0,1,2,2020-09-13
"Caldwell",0,0,3,2,2020-09-13
"Calhoun",0,0,2,4,2020-09-13
"Callahan",0,0,0,1,2020-09-13
"Cameron",0,0,34,33,2020-09-13
"Camp",0,0,2,0,2020-09-13
"Cass",0,0,2,7,2020-09-13
"Chambers",0,0,0,2,2020-09-13
"Cherokee",0,0,2,1,2020-09-13
"Clay",0,0,0,1,2020-09-13
"Collin",1,2,49,86,2020-09-13
"Colorado",0,0,1,7,2020-09-13
"Comal",0,0,10,15,2020-09-13
"Cooke",0,0,2,0,2020-09-13
"Coryell",0,0,2,2,2020-09-13
"Dallam",0,0,1,1,2020-09-13
"Dallas",0,2,99,188,2020-09-13
"Deaf Smith",0,0,0,1,2020-09-13
"Denton",2,0,46,71,2020-09-13
"DeWitt",0,0,0,1,2020-09-13
"Dimmit",2,0,3,0,2020-09-13
"Ector",0,0,11,17,2020-09-13
"El Paso",0,0,19,40,2020-09-13
"Ellis",0,0,7,18,2020-09-13
"Erath",0,0,1,2,2020-09-13
"Fannin",0,0,0,1,2020-09-13
"Fayette",0,0,0,1,2020-09-13
"Fort Bend",0,0,44,103,2020-09-13
"Franklin",0,0,0,3,2020-09-13
"Freestone",0,0,0,1,2020-09-13
"Frio",0,0,0,1,2020-09-13
"Galveston",0,0,32,52,2020-09-13
"Gonzales",0,0,1,1,2020-09-13
"Gray",0,0,0,2,2020-09-13
"Grayson",0,0,2,8,2020-09-13
"Gregg",0,0,8,20,2020-09-13
"Grimes",0,0,0,5,2020-09-13
"Guadalupe",0,0,10,15,2020-09-13
"Hale",0,0,0,2,2020-09-13
"Hardin",0,0,3,3,2020-09-13
"Harris",0,2,211,463,2020-09-13
"Harrison",0,0,1,8,2020-09-13
"Hays",0,0,5,18,2020-09-13
"Henderson",0,0,2,6,2020-09-13
"Hidalgo",0,0,60,59,2020-09-13
"Hill",0,0,2,1,2020-09-13
"Hockley",0,0,0,1,2020-09-13
"Hood",0,0,2,9,2020-09-13
"Hopkins",0,0,1,6,2020-09-13
"Howard",0,0,3,2,2020-09-13
"Hunt",0,0,1,5,2020-09-13
"Jackson",0,0,3,4,2020-09-13
"Jasper",0,0,0,1,2020-09-13
"Jefferson",0,0,7,10,2020-09-13
"Jim Wells",0,0,3,2,2020-09-13
"Johnson",0,0,7,9,2020-09-13
"Kaufman",0,0,5,16,2020-09-13
"Kendall",0,0,1,0,2020-09-13
"Kerr",0,0,0,1,2020-09-13
"Kleberg",0,0,0,1,2020-09-13
"Lamar",0,0,1,4,2020-09-13
"Lavaca",0,0,0,2,2020-09-13
"Lee",0,0,1,0,2020-09-13
"Liberty",0,0,2,6,2020-09-13
"Limestone",0,0,0,1,2020-09-13
"Lubbock",0,2,21,53,2020-09-13
"Martin",0,0,0,1,2020-09-13
"Matagorda",0,0,3,11,2020-09-13
"Maverick",0,0,2,5,2020-09-13
"McCulloch",0,0,0,1,2020-09-13
"McLennan",0,2,6,32,2020-09-13
"Medina",0,0,1,2,2020-09-13
"Midland",0,0,9,21,2020-09-13
"Montgomery",0,1,26,54,2020-09-13
"Morris",0,0,0,4,2020-09-13
"Nacogdoches",0,0,1,8,2020-09-13
"Navarro",0,0,3,5,2020-09-13
"Nolan",0,0,1,0,2020-09-13
"Nueces",0,0,23,64,2020-09-13
"Orange",0,0,8,1,2020-09-13
"Palo Pinto",0,0,1,4,2020-09-13
"Panola",0,0,4,0,2020-09-13
"Parker",0,0,0,12,2020-09-13
"Pecos",0,0,1,0,2020-09-13
"Polk",0,0,1,0,2020-09-13
"Potter",1,0,6,4,2020-09-13
"Randall",0,0,7,12,2020-09-13
"Robertson",0,0,0,2,2020-09-13
"Rockwall",0,0,11,7,2020-09-13
"Rusk",0,0,0,4,2020-09-13
"San Jacinto",0,0,1,0,2020-09-13
"San Patricio",0,0,3,6,2020-09-13
"Scurry",0,0,2,0,2020-09-13
"Smith",0,0,18,25,2020-09-13
"Starr",1,0,3,4,2020-09-13
"Tarrant",0,0,70,153,2020-09-13
"Taylor",1,0,3,12,2020-09-13
"Terry",0,0,0,1,2020-09-13
"Titus",0,0,2,3,2020-09-13
"Tom Green",0,0,9,16,2020-09-13
"Travis",1,0,38,91,2020-09-13
"Tyler",0,0,1,1,2020-09-13
"Upshur",0,0,3,1,2020-09-13
"Val Verde",0,0,3,4,2020-09-13
"Van Zandt",0,0,0,1,2020-09-13
"Victoria",0,0,9,5,2020-09-13
"Walker",0,1,1,11,2020-09-13
"Waller",0,1,0,2,2020-09-13
"Washington",0,0,1,3,2020-09-13
"Webb",0,0,18,22,2020-09-13
"Wharton",0,0,4,9,2020-09-13
"Wichita",0,0,0,6,2020-09-13
"Wilbarger",0,0,1,2,2020-09-13
"Willacy",0,0,1,0,2020-09-13
"Williamson",0,0,18,46,2020-09-13
"Wilson",0,0,2,3,2020-09-13
"Wise",0,0,2,2,2020-09-13
"Wood",0,0,0,2,2020-09-13
"Young",0,0,1,0,2020-09-13
"Anderson",0,0,1,3,2020-09-10
"Andrews",0,0,0,3,2020-09-10
"Angelina",0,0,2,13,2020-09-10
"Aransas",0,0,3,0,2020-09-10
"Archer",0,0,0,1,2020-09-10
"Atascosa",0,0,12,3,2020-09-10
"Austin",0,0,0,1,2020-09-10
"Bandera",0,0,1,2,2020-09-10
"Bastrop",0,0,3,4,2020-09-10
"Bee",0,0,0,1,2020-09-10
"Bell",0,0,13,31,2020-09-10
"Bexar",0,1,138,178,2020-09-10
"Bowie",0,0,2,11,2020-09-10
"Brazoria",1,0,26,45,2020-09-10
"Brazos",0,0,11,36,2020-09-10
"Brown",0,0,4,4,2020-09-10
"Burnet",0,0,1,2,2020-09-10
"Caldwell",0,0,3,2,2020-09-10
"Calhoun",0,0,2,4,2020-09-10
"Callahan",0,0,0,1,2020-09-10
"Cameron",0,0,34,33,2020-09-10
"Camp",0,0,2,0,2020-09-10
"Cass",0,0,2,7,2020-09-10
"Chambers",0,0,0,2,2020-09-10
"Cherokee",0,0,2,1,2020-09-10
"Clay",0,0,0,1,2020-09-10
"Collin",0,0,48,84,2020-09-10
"Colorado",0,0,1,7,2020-09-10
"Comal",0,0,10,15,2020-09-10
"Cooke",0,0,2,0,2020-09-10
"Coryell",0,0,2,2,2020-09-10
"Dallam",0,0,1,1,2020-09-10
"Dallas",1,1,99,186,2020-09-10
"Deaf Smith",0,0,0,1,2020-09-10
"Denton",1,0,44,71,2020-09-10
"DeWitt",0,0,0,1,2020-09-10
"Dimmit",0,0,1,0,2020-09-10
"Ector",0,0,11,17,2020-09-10
"El Paso",0,0,19,40,2020-09-10
"Ellis",0,1,7,18,2020-09-10
"Erath",0,0,1,2,2020-09-10
"Fannin",0,0,0,1,2020-09-10
"Fayette",0,0,0,1,2020-09-10
"Fort Bend",0,0,44,103,2020-09-10
"Franklin",0,0,0,3,2020-09-10
"Freestone",0,0,0,1,2020-09-10
"Frio",0,0,0,1,2020-09-10
"Galveston",0,0,32,52,2020-09-10
"Gonzales",0,0,1,1,2020-09-10
"Gray",0,0,0,2,2020-09-10
"Grayson",1,0,2,8,2020-09-10
"Gregg",0,0,8,20,2020-09-10
"Grimes",0,0,0,5,2020-09-10
"Guadalupe",0,0,10,15,2020-09-10
"Hale",0,0,0,2,2020-09-10
"Hardin",0,0,3,3,2020-09-10
"Harris",0,0,211,461,2020-09-10
"Harrison",0,0,1,8,2020-09-10
"Hays",0,0,5,18,2020-09-10
"Henderson",0,0,2,6,2020-09-10
"Hidalgo",0,0,60,59,2020-09-10
"Hill",0,0,2,1,2020-09-10
"Hockley",0,0,0,1,2020-09-10
"Hood",0,0,2,9,2020-09-10
"Hopkins",0,0,1,6,2020-09-10
"Howard",0,0,3,2,2020-09-10
"Hunt",0,0,1,5,2020-09-10
"Jackson",0,0,3,4,2020-09-10
"Jasper",0,0,0,1,2020-09-10
"Jefferson",0,0,7,10,2020-09-10
"Jim Wells",0,0,3,2,2020-09-10
"Johnson",0,0,7,9,2020-09-10
"Kaufman",0,0,5,16,2020-09-10
"Kendall",0,0,1,0,2020-09-10
"Kerr",0,0,0,1,2020-09-10
"Kleberg",0,0,0,1,2020-09-10
"Lamar",0,0,1,4,2020-09-10
"Lavaca",0,0,0,2,2020-09-10
"Lee",0,0,1,0,2020-09-10
"Liberty",0,0,2,6,2020-09-10
"Limestone",0,0,0,1,2020-09-10
"Lubbock",0,0,21,51,2020-09-10
"Martin",0,0,0,1,2020-09-10
"Matagorda",0,0,3,11,2020-09-10
"Maverick",0,0,2,5,2020-09-10
"McCulloch",0,0,0,1,2020-09-10
"McLennan",0,0,6,30,2020-09-10
"Medina",0,0,1,2,2020-09-10
"Midland",0,0,9,21,2020-09-10
"Montgomery",0,0,26,53,2020-09-10
"Morris",0,0,0,4,2020-09-10
"Nacogdoches",0,0,1,8,2020-09-10
"Navarro",0,0,3,5,2020-09-10
"Nolan",0,0,1,0,2020-09-10
"Nueces",0,0,23,64,2020-09-10
"Orange",0,0,8,1,2020-09-10
"Palo Pinto",0,0,1,4,2020-09-10
"Panola",0,0,4,0,2020-09-10
"Parker",0,0,0,12,2020-09-10
"Pecos",0,0,1,0,2020-09-10
"Polk",0,0,1,0,2020-09-10
"Potter",0,0,5,4,2020-09-10
"Randall",0,0,7,12,2020-09-10
"Robertson",0,0,0,2,2020-09-10
"Rockwall",0,0,11,7,2020-09-10
"Rusk",0,0,0,4,2020-09-10
"San Jacinto",0,0,1,0,2020-09-10
"San Patricio",0,0,3,6,2020-09-10
"Scurry",0,0,2,0,2020-09-10
"Smith",0,0,18,25,2020-09-10
"Starr",0,0,2,4,2020-09-10
"Tarrant",0,0,70,153,2020-09-10
"Taylor",0,0,2,12,2020-09-10
"Terry",0,0,0,1,2020-09-10
"Titus",1,0,2,3,2020-09-10
"Tom Green",0,0,9,16,2020-09-10
"Travis",0,0,37,91,2020-09-10
"Tyler",0,0,1,1,2020-09-10
"Upshur",0,0,3,1,2020-09-10
"Val Verde",0,0,3,4,2020-09-10
"Van Zandt",0,0,0,1,2020-09-10
"Victoria",0,0,9,5,2020-09-10
"Walker",0,0,1,10,2020-09-10
"Waller",0,0,0,1,2020-09-10
"Washington",0,0,1,3,2020-09-10
"Webb",0,0,18,22,2020-09-10
"Wharton",0,0,4,9,2020-09-10
"Wichita",0,0,0,6,2020-09-10
"Wilbarger",0,0,1,2,2020-09-10
"Willacy",0,0,1,0,2020-09-10
"Williamson",0,0,18,46,2020-09-10
"Wilson",0,0,2,3,2020-09-10
"Wise",0,0,2,2,2020-09-10
"Wood",0,0,0,2,2020-09-10
"Young",0,0,1,0,2020-09-10
"Anderson",0,0,1,3,2020-09-09
"Andrews",0,0,0,3,2020-09-09
"Angelina",0,0,2,13,2020-09-09
"Aransas",0,0,3,0,2020-09-09
"Archer",0,0,0,1,2020-09-09
"Atascosa",0,0,12,3,2020-09-09
"Austin",0,0,0,1,2020-09-09
"Bandera",0,0,1,2,2020-09-09
"Bastrop",0,0,3,4,2020-09-09
"Bee",0,0,0,1,2020-09-09
"Bell",0,0,13,31,2020-09-09
"Bexar",1,0,138,177,2020-09-09
"Bowie",0,0,2,11,2020-09-09
"Brazoria",0,0,25,45,2020-09-09
"Brazos",0,1,11,36,2020-09-09
"Brown",0,2,4,4,2020-09-09
"Burnet",0,0,1,2,2020-09-09
"Caldwell",0,0,3,2,2020-09-09
"Calhoun",0,0,2,4,2020-09-09
"Callahan",0,0,0,1,2020-09-09
"Cameron",0,0,34,33,2020-09-09
"Camp",0,0,2,0,2020-09-09
"Cass",0,0,2,7,2020-09-09
"Chambers",0,0,0,2,2020-09-09
"Cherokee",0,0,2,1,2020-09-09
"Clay",0,0,0,1,2020-09-09
"Collin",1,1,48,84,2020-09-09
"Colorado",0,0,1,7,2020-09-09
"Comal",0,0,10,15,2020-09-09
"Cooke",0,0,2,0,2020-09-09
"Coryell",0,0,2,2,2020-09-09
"Dallam",0,0,1,1,2020-09-09
"Dallas",1,1,98,185,2020-09-09
"Deaf Smith",0,0,0,1,2020-09-09
"Denton",0,0,43,71,2020-09-09
"DeWitt",0,0,0,1,2020-09-09
"Dimmit",0,0,1,0,2020-09-09
"Ector",0,0,11,17,2020-09-09
"El Paso",0,0,19,40,2020-09-09
"Ellis",0,2,7,17,2020-09-09
"Erath",0,0,1,2,2020-09-09
"Fannin",0,0,0,1,2020-09-09
"Fayette",0,0,0,1,2020-09-09
"Fort Bend",0,0,44,103,2020-09-09
"Franklin",0,0,0,3,2020-09-09
"Freestone",0,0,0,1,2020-09-09
"Frio",0,0,0,1,2020-09-09
"Galveston",0,0,32,52,2020-09-09
"Gonzales",0,0,1,1,2020-09-09
"Gray",0,0,0,2,2020-09-09
"Grayson",0,0,1,8,2020-09-09
"Gregg",0,1,8,20,2020-09-09
"Grimes",0,0,0,5,2020-09-09
"Guadalupe",0,0,10,15,2020-09-09
"Hale",0,0,0,2,2020-09-09
"Hardin",0,0,3,3,2020-09-09
"Harris",0,1,211,461,2020-09-09
"Harrison",0,0,1,8,2020-09-09
"Hays",0,0,5,18,2020-09-09
"Henderson",0,0,2,6,2020-09-09
"Hidalgo",0,0,60,59,2020-09-09
"Hill",0,0,2,1,2020-09-09
"Hockley",0,0,0,1,2020-09-09
"Hood",0,0,2,9,2020-09-09
"Hopkins",0,0,1,6,2020-09-09
"Howard",0,0,3,2,2020-09-09
"Hunt",0,0,1,5,2020-09-09
"Jackson",0,0,3,4,2020-09-09
"Jasper",0,0,0,1,2020-09-09
"Jefferson",0,0,7,10,2020-09-09
"Jim Wells",0,0,3,2,2020-09-09
"Johnson",0,0,7,9,2020-09-09
"Kaufman",0,0,5,16,2020-09-09
"Kendall",0,0,1,0,2020-09-09
"Kerr",0,0,0,1,2020-09-09
"Kleberg",0,0,0,1,2020-09-09
"Lamar",0,0,1,4,2020-09-09
"Lavaca",0,0,0,2,2020-09-09
"Lee",0,0,1,0,2020-09-09
"Liberty",0,0,2,6,2020-09-09
"Limestone",0,0,0,1,2020-09-09
"Lubbock",0,0,21,51,2020-09-09
"Martin",0,0,0,1,2020-09-09
"Matagorda",0,0,3,11,2020-09-09
"Maverick",0,0,2,5,2020-09-09
"McCulloch",0,0,0,1,2020-09-09
"McLennan",0,0,6,30,2020-09-09
"Medina",0,0,1,2,2020-09-09
"Midland",0,0,9,21,2020-09-09
"Montgomery",0,0,26,53,2020-09-09
"Morris",0,0,0,4,2020-09-09
"Nacogdoches",0,1,1,8,2020-09-09
"Navarro",0,0,3,5,2020-09-09
"Nolan",0,0,1,0,2020-09-09
"Nueces",0,0,23,64,2020-09-09
"Orange",0,0,8,1,2020-09-09
"Palo Pinto",0,0,1,4,2020-09-09
"Panola",0,0,4,0,2020-09-09
"Parker",0,0,0,12,2020-09-09
"Pecos",0,0,1,0,2020-09-09
"Polk",0,0,1,0,2020-09-09
"Potter",0,0,5,4,2020-09-09
"Randall",0,1,7,12,2020-09-09
"Robertson",0,0,0,2,2020-09-09
"Rockwall",0,0,11,7,2020-09-09
